Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,"Qty Ordered Last Year","Qty Ordered This Year",Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock,Filter
Winter Stock Procedure,0,ORAAV87AO-CA,7057,OraSi Oat Beverage No Added Sugar 12x1L,OraSi,444,0,Active,27,18,5,14,16.00,283,,284,0,0,0,0,284,17.75,,,,284.00,17.75,,284.00,17.75,13872,g,.014775384,284,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Oat Beverage No Added Sugar 12x1L,AV87AO,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180047027,Yes,Yes,No,64,0,1,,65,16.00,72,Black
Winter Stock Procedure,0,ORAAV87CF-CA,7058,OraSi Oat Beverage Sugar Free 12x1L,OraSi,390,0,Active,23,20,5,46,23.50,112,,113,0,0,0,0,113,4.81,,,,113.00,4.81,65,178.00,7.57,13872,g,.014775384,113,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Oat Beverage Sugar Free 12x1L,AV87CF,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180048123,Yes,Yes,No,94,0,1,,65,23.50,106,Black
Winter Stock Procedure,0,ORAAV80EO-CA,7054,OraSi Soy Beverage 12x1L,OraSi,260,0,Active,11,5,0,5,5.25,185,,185,0,0,0,0,185,35.24,,,,185.00,35.24,,185.00,35.24,13872,g,.014775384,185,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Soy Beverage 12x1L,AV80EO,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180046983,Yes,Yes,No,21,0,0,,65,5.25,24,Black
Winter Stock Procedure,0,ORAAV84AJ-CA,7061,OraSi Hazelnut Beverage 12x1L,OraSi,195,0,Active,6,3,7,13,7.25,89,,90,0,0,0,0,90,12.41,,,,90.00,12.41,,90.00,12.41,13872,g,.014775384,90,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Hazelnut Beverage 12x1L,AV84AJ,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180047041,Yes,Yes,No,29,0,1,,65,7.25,33,Black
Winter Stock Procedure,0,ORAAV88JK-CA,7065,OraSi Barista Hazelnut Beverage 12x1L,OraSi,367,0,Active,28,5,51,17,25.25,146,,152,0,0,0,0,152,6.02,,,,152.00,6.02,65,217.00,8.59,13872,g,.014775384,152,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Hazelnut Beverage 12x1L,AV88JK,16.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180047850,Yes,Yes,No,101,0,6,,65,25.25,114,Black
Winter Stock Procedure,0,ORAAV83CK-CA,7060,OraSi Almond Beverage Sugar Free 12x1L,OraSi,585,0,Active,20,13,8,23,16.00,384,,390,0,0,0,0,390,24.38,,,,390.00,24.38,,390.00,24.38,13872,g,.014775384,390,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Almond Beverage Sugar Free 12x1L,AV83CK,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180047003,Yes,Yes,No,64,0,6,,65,16.00,72,Black
Winter Stock Procedure,0,ORAAV88IW-CA,7066,OraSi Barista Oat Beverage 12x1L,OraSi,380,0,Active,26,74,11,22,33.25,40,,41,0,0,0,0,41,1.23,,,,41.00,1.23,260,301.00,9.05,13872,g,.014775384,41,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Oat Beverage 12x1L,AV88IW,15.00,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180047799,Yes,Yes,No,133,0,1,,65,33.25,150,Black
Winter Stock Procedure,0,ORAAV88FV-CA,7063,OraSi Barista Almond Beverage 12x1L,OraSi,195,237,Active,16,79,0,4,24.75,142,,142,0,0,0,0,142,5.74,,,,142.00,5.74,88,230.00,9.29,13872,g,.014775384,142,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Almond Beverage 12x1L,AV88FV,15.00,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180047812,Yes,Yes,No,99,0,0,,65,24.75,112,Black
Winter Stock Procedure,18.00,ORAAV88HT-CA,7064,OraSi Barista Coconut Beverage 12x1L,OraSi,437,0,Active,54,18,3,82,39.25,73,,94,0,0,0,0,94,2.39,,,,94.00,2.39,65,159.00,4.05,13872,g,.014775384,94,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Coconut Beverage 12x1L,AV88HT,16.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180047836,Yes,Yes,No,157,0,21,,65,39.25,177,Red
Winter Stock Procedure,0,ORAAV80DJ-CA,7055,OraSi Soy Beverage Sugar Free 12x1L,OraSi,195,0,Active,16,0,2,7,6.25,77,,77,0,0,0,0,77,12.32,,,,77.00,12.32,,77.00,12.32,13872,g,.014775384,77,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Soy Beverage Sugar Free 12x1L,AV80DJ,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,,Drinks,Plant Based Beverages,12,Retail,8003180048147,Yes,Yes,No,25,0,0,,65,6.25,29,Black
,5.00,BAKV105167-CA,6827,Venchi Bulk Chocoviar Stracciatella 5kg,Venchi_Chocolate,50,0,Do not Order,0,0,3,9,3.00,9,,9,0,0,0,0,9,3.00,,,,9.00,3.00,,9.00,3.00,3700,g,.018483927,9,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Chocoviar Stracciatella 5kg,105167,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,1,Retail  - Chocolate,,Yes,No,No,12,54,0,,1,3.00,14,Red
,25.00,BAKV108189-CA,2196,Venchi Bulk Milk Chocomousse 5Kg,Venchi_Chocolate,35,0,Do not Order,16,0,1,5,5.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,5400,g,.021729795,0,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Milk Chocomousse Bulk 5Kg,108189,120.23,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,,Pantry,Chocolate,,Retail  - Chocolate,,Yes,No,No,22,21,0,,1,5.50,25,Red
,12.00,BAKV122084-CA,3746,Venchi Cigar Aromatic Chocolate 15x100g,Venchi_Chocolate,90,2,Active-Venchi,2,0,0,8,2.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,1800,g,.00432123,0,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cigar Aromatic Chocolate 15x100g,122084,41.92,.0000229,.0000185,.0000102,22.9,18.5,10.2,546,100,216,2,50,,Pantry,Chocolate,15,Retail  - Chocolate,80029961220841,Yes,Yes,Yes,10,155,0,,1,2.50,12,Red
,2.00,BAKV116651-CA,6767,Venchi Bar Snack Choconougatine 32x35g,Venchi_Chocolate,31,0,Active,2,2,0,4,2.00,7,,7,0,0,0,0,7,3.50,,,,7.00,3.50,,7.00,3.50,3200,g,.021729795,7,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Snack Choconougatine 32x35g,116651,33.27,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,,Pantry,Chocolate,32,Retail  - Chocolate,,No,No,No,8,24,0,,1,2.00,9,Red
,0,BAKV107295-CA,6918,Venchi Gift Murrine MINI Book TIN  16x115g,Venchi_Chocolate,54,24,Active-Venchi,5,0,0,7,3.00,19,,19,0,0,0,0,19,6.33,,48,2/28/2026,19.00,6.33,,19.00,6.33,3200,g,.021729795,19,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine MINI Book TIN  16x115g,107274,92.55,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,,Pantry,Chocolate,8,Retail  - Chocolate,,Yes,Yes,No,12,15,0,,1,3.00,14,Black
,2.00,BAKV114078-CA,6839,Venchi Spread Hazelnut 12x200g,Venchi,0,5,Do not Order,3,0,0,0,0.75,2,,2,0,0,0,0,2,2.67,,,,2.00,2.67,,2.00,2.67,4600,g,.01332,2,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Spread Hazelnut 12x200g,114078,64.32,.0000111,.00004,.00003,11.1,40,30,546,,96,,,,Pantry,Chocolate,15,Retail  - Chocolate,108002996340377,Yes,Yes,No,3,58,0,,1,0.75,4,Red
,0,BAKV108309-CA,6413,Venchi Bulk Pearl Caramel & Hazelnut 5x1kg,Venchi_Chocolate,0,0,Active - Not Sellable,0,0,0,0,No Movement,0,,0,0,0,0,0,0,,,,,0.00,,,0.00,,3700,g,.018483927,0,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pearl Caramel & Hazelnut 5x1kg,108309,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,1,Retail  - Chocolate,,No,No,No,0,7,0,,1,No Movement,0,Black
,0,BAKV116652-CA,6766,Venchi Bar Snack Chocobiscuit 32x35g,Venchi_Chocolate,40,0,Do not Order,1,0,3,6,2.50,22,,22,0,0,0,0,22,8.80,,,,22.00,8.80,,22.00,8.80,3200,g,.021729795,22,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Snack Chocobiscuit 32x35g,116652,33.27,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,,Pantry,Chocolate,32,Retail  - Chocolate,,Yes,No,No,10,12,0,,1,2.50,12,Black
,0,BAKV108311-CA,6295,Venchi Bulk Pearl Pistachio 5x1kg,Venchi_Chocolate,55,0,Do not Order,0,0,1,6,1.75,48,,48,0,0,0,0,48,27.43,,,,48.00,27.43,,48.00,27.43,3700,g,.018483927,48,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pearl Pistachio 5x1kg,107204,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,1,Retail  - Chocolate,,Yes,No,No,7,21,0,,1,1.75,8,Black
,2.00,BAKV116350-CA,6938,Venchi Bar Milk Chocolate 24x78g,Venchi_Chocolate,130,66,Active-Venchi,6,4,17,30,14.25,63,,63,0,0,0,0,63,4.42,,,,63.00,4.42,,63.00,4.42,2328,g,.0064141,63,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Milk Chocolate 24x78g,116350,51.47,.0000187,.0000245,.000014,18.7,24.5,14,546,100,,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,,Yes,Yes,No,57,7,0,,1,14.25,65,Red
,0,BAKV116684-CA,6939,Venchi Bar 69% Dark Crunchy 24x78g,Venchi_Chocolate,10,58,Active-Venchi,8,0,0,2,2.50,50,,50,0,0,0,0,50,20.00,,,,50.00,20.00,,50.00,20.00,2121.6,lb,.0064141,50,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar 69% Dark Crunchy 24x78g,116684,58.49,.0000187,.0000245,.000014,18.7,24.5,14,546,100,,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,,Yes,Yes,No,10,4,0,,1,2.50,12,Black
,0,BAKV126234-CA,2070,Venchi Bulk Cremino Pistachio 5x1Kg,Venchi_Chocolate,40,2,Active-Venchi,1,0,1,6,2.00,11,,11,0,0,0,0,11,5.50,,,,11.00,5.50,,11.00,5.50,5400,g,.015615369,11,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cremino Pistachio Bulk 1x5Kg,126234,120.23,.0000231,.0000333,.0000203,23.1,33.3,20.3,546,100,55,2,50,,Pantry,Chocolate,,Retail  - Chocolate,,Yes,Yes,No,8,33,0,,1,2.00,9,Black
,0,BAKV107272-CA,6271,Venchi Gift Murrine Cremini Box 10x127g,Venchi_Chocolate,48,25,Active-Venchi,5,0,5,4,3.50,20,,20,0,0,0,0,20,5.71,,,,20.00,5.71,,20.00,5.71,3700,g,.018483927,20,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine Cremini Box 10x127g,107272,56.54,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,10,Retail  - Chocolate,,Yes,Yes,No,14,75,0,,1,3.50,16,Black
,2.00,BAKV126363-CA,6292,Venchi Bulk Pistachio Gianduiotti 5x1kg,Venchi_Chocolate,50,0,Do not Order,0,0,1,4,1.25,4,,4,0,0,0,0,4,3.20,,,,4.00,3.20,,4.00,3.20,3700,g,.018483927,4,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pistachio Gianduiotti 5x1kg,126363,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,1,Retail  - Chocolate,,Yes,No,No,5,32,0,,1,1.25,6,Red
,0,BAKV116354-CA,6940,Venchi Bar 75% Extra Dark Chocolate 24x78g,Venchi_Chocolate,60,61,Active-Venchi,8,5,13,20,11.50,53,,53,0,0,0,0,53,4.61,,,,53.00,4.61,,53.00,4.61,2328,g,.0064141,53,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar 75% Extra Dark Chocolate 24x78g,116354,51.47,.0000187,.0000245,.000014,18.7,24.5,14,546,100,,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,,Yes,Yes,No,46,21,0,,1,11.50,52,Black
,1.00,BAKV105185-CA,6742,Venchi Bulk Chocoviar Crema Cacao 5x1kg,Venchi_Chocolate,0,4,Do not Order,2,0,0,0,0.50,2,,2,0,0,0,0,2,4.00,,,,2.00,4.00,,2.00,4.00,3700,g,.018483927,2,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Chocoviar Crema Cacao 5x1kg,105166,120.27,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,,54,,,,Pantry,Chocolate,1,Retail  - Chocolate,,Yes,Yes,No,2,45,0,,1,0.50,3,Red
,2.00,BAKV104382-CA,6304,Venchi Bulk Espresso Coffee 5x1kg,Venchi_Chocolate,0,0,Do not Order,1,0,0,0,0.25,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,3700,g,.018483927,0,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Espresso Coffee 5x1kg,104382,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,,54,,,,Pantry,Chocolate,1,Retail  - Chocolate,,Yes,No,No,1,0,0,,1,0.25,2,Red
,0,BAKV116211-CA,3813,Venchi Bar Pistachio Cremino 24x110g,Venchi_Chocolate,152,78,Active-Venchi,17,0,0,0,4.25,61,,61,0,0,0,0,61,14.35,,,,61.00,14.35,,61.00,14.35,3200,g,.006572125,61,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Pistachio Cremino 24x110g,116211,54.12,.0000185,.0000245,.0000145,18.5,24.5,14.5,546,,168,,,,Pantry,Chocolate,24,Retail  - Chocolate,80029961162110,Yes,Yes,Yes,17,256,0,,1,4.25,20,Black
,0,BAKV122093-CA,6592,Venchi Cigar Pistachio Chocolate 15x100g,Venchi_Chocolate,130,58,Active-Venchi,9,0,0,24,8.25,49,,49,0,0,0,0,49,5.94,,,,49.00,5.94,,49.00,5.94,3700,g,.018483927,49,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cigar Pistachio Chocolate 15x100g,122093,41.92,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,15,Retail  - Chocolate,,Yes,Yes,No,33,116,0,,1,8.25,38,Black
,0,BAKV116716_2-CA,6764,Venchi Bar Dark Gianduja with Hazelnuts 24x100g,Venchi_Chocolate,0,62,Active-Venchi,4,0,0,0,1.00,58,,58,0,0,0,0,58,58.00,,,,58.00,58.00,,58.00,58.00,3200,g,.021729795,58,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Dark Gianduja with Hazelnuts 24x100g,116301_2,54.12,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,,48,,,,Pantry,Chocolate,24,Retail,,Yes,Yes,No,4,,0,,1,1.00,5,Black
,2.00,BAKV116209-CA,3763,Venchi Bar Cremino 24x110g,Venchi_Chocolate,93,18,Active-Venchi,9,0,0,0,2.25,9,,9,0,0,0,0,9,4.00,,,,9.00,4.00,,9.00,4.00,3200,g,.006572125,9,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Cremino 24x110g,116209,54.12,.0000185,.0000245,.0000145,18.5,24.5,14.5,546,100,168,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,108002996303075,Yes,Yes,No,9,99,0,,1,2.25,11,Red
,0,BAKV126223-CA,2063,Venchi Bulk Cremino 1878 5x1Kg,Venchi_Chocolate,35,0,Do not Order,1,0,1,5,1.75,15,,15,0,0,0,0,15,8.57,,,,15.00,8.57,,15.00,8.57,5400,g,.015615369,15,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cremino 1878 Bulk 1x5Kg,126223,120.23,.0000231,.0000333,.0000203,23.1,33.3,20.3,546,100,55,2,50,,Pantry,Chocolate,,Retail  - Chocolate,,Yes,No,No,7,22,0,,1,1.75,8,Black
,7.00,BAKV116449-CA,6780,Venchi Cocoa Single Dose For Hot Chocolate 28x30g,Venchi_Chocolate,10,0,Do not Order,5,0,0,1,1.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,3200,g,.021729795,0,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cocoa Single Dose For Hot Chocolate 28x30g,116449,24.75,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,,Pantry,Chocolate,28,Retail  - Chocolate,,Yes,No,No,6,7,0,,1,1.50,7,Red
,0,BAKV939150-OT,7105,Venchi Large Murrine Pouch (100 pieces),Venchi_Chocolate,0,0,Do not Order,0,0,0,0,No Movement,12,,12,0,0,0,0,12,,,,,12.00,,,12.00,,,,,12,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Large Murrine Pouch (100 pieces),939150,1.00,,,,,,,546,100,,2,50,,Pantry,Packaging,100,Packaging,,Yes,No,No,0,0,0,,1,No Movement,0,Black
,0,BAKV105182-CA,2082,Venchi Bulk Cubotto Chocaviar Creme Brulee 5x1Kg,Venchi_Chocolate,80,0,Do not Order,0,0,3,12,3.75,19,,19,0,0,0,0,19,5.07,,,,19.00,5.07,,19.00,5.07,5400,g,.017024722,19,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cubotto Chocaviar Creme Brulee Bulk 1x5Kg,105182,120.23,.0000241,.0000338,.0000209,24.1,33.8,20.9,546,100,,2,50,,Pantry,Chocolate,,Retail  - Chocolate,,Yes,No,No,15,70,0,,1,3.75,17,Black
,0,BAKV105138-CA,5501,Venchi Bulk Cubotto Chocaviar 75% Dark 5kg,Venchi_Chocolate,33,5,Do not Order,1,0,0,0,0.25,4,,4,0,0,0,0,4,16.00,,,,4.00,16.00,,4.00,16.00,5400,g,.017481975,4,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Cubotto Chocaviar 75% Dark 5kg,105138,120.23,.0000245,.0000335,.0000213,24.5,33.5,21.3,546,,,,,,Pantry,Chocolate,1,Retail  - Chocolate,,Yes,Yes,No,1,81,0,,1,0.25,2,Black
,0,BAKV116639-CA,6765,Venchi Bar Tiramisu 24x110g,Venchi_Chocolate,58,68,Active-Venchi,9,0,0,0,2.25,58,,58,0,0,0,0,58,25.78,,,,58.00,25.78,,58.00,25.78,3200,g,.021729795,58,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Tiramisu 24x110g,116639,54.12,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,,Yes,Yes,No,9,72,0,,1,2.25,11,Black
,0,BAKV126125-CA,2028,Venchi Bulk Gianduja 1x5Kg,Venchi_Chocolate,72,0,Do not Order,1,0,0,5,1.50,19,,19,0,0,0,0,19,12.67,,,,19.00,12.67,,19.00,12.67,5400,g,.01169532,19,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Gianduja 1x5Kg,126125,120.23,.0000136,.0000351,.0000245,13.6,35.1,24.5,546,100,81,2,50,,Pantry,Chocolate,,Retail  - Chocolate,,Yes,No,No,6,26,0,,1,1.50,7,Black
,0,BAKV116715-CA,6346,Venchi Bar Milk Gianduja w Hazelnuts 24x100g,Venchi_Chocolate,78,66,Active-Venchi,9,0,0,0,2.25,56,,56,0,0,0,0,56,24.89,,,,56.00,24.89,,56.00,24.89,3700,g,.018483927,56,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Milk Gianduja w Hazelnuts 24x100g,116302,54.12,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,,Yes,Yes,No,9,52,0,,1,2.25,11,Black
,0,BAKV116022-CA,3799,Venchi Bar Milk Hazelnut 24x100g,Venchi_Chocolate,145,63,Active-Venchi,9,0,0,0,2.25,53,,53,0,0,0,0,53,23.56,,,,53.00,23.56,,53.00,23.56,2800,g,.006572125,53,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Milk Hazelnut 24x100g,116207,54.12,.0000185,.0000245,.0000145,18.5,24.5,14.5,546,100,168,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,80029961162073,Yes,Yes,Yes,9,168,0,,1,2.25,11,Black
,0,BAKV116682-CA,6936,Venchi Bulk Pistachio Ingot 5kg,Venchi_Chocolate,0,4,Do not Order,1,0,0,0,0.25,3,,3,0,0,0,0,3,12.00,,,,3.00,12.00,,3.00,12.00,5400,g,.017024722,3,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pistachio Ingot 5kg,116682,120.23,.0000241,.0000338,.0000209,24.1,33.8,20.9,546,,,,,,Pantry,Chocolate,1,Retail  - Chocolate,,Yes,Yes,No,1,0,0,,1,0.25,2,Black
,0,BAKV107294-CA,6760,Venchi Gift Murrine Maxi Book TIN 8x200g,Venchi_Chocolate,42,25,Active-Venchi,4,0,0,8,3.00,21,,21,0,0,0,0,21,7.00,,,,21.00,7.00,,21.00,7.00,3200,g,.021729795,21,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine Maxi Book TIN 8x200g,107265,86.05,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,,Pantry,Chocolate,8,Retail  - Chocolate,,Yes,Yes,No,12,38,0,,1,3.00,14,Black
,0,BAKV116020-CA,5516,Venchi Bar Extra Dark Hazelnut 70% 24x100g,Venchi_Chocolate,95,70,Active-Venchi,8,0,0,0,2.00,62,,62,0,0,0,0,62,31.00,,,,62.00,31.00,,62.00,31.00,2901.84,g,.0068875,62,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Extra Dark Hazelnut 70% 24x100g,116257,54.12,.000019,.000025,.0000145,19,25,14.5,546,100,,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,,Yes,Yes,No,8,43,0,,1,2.00,9,Black
,1.00,BAKV935826-OT,5726,Venchi Empty Plastic Blister 25Pcs,Venchi - Packaging,0,0,Do not Order,0,0,0,8,2.00,8,,8,0,0,0,0,8,4.00,,,,8.00,4.00,,8.00,4.00,,,,8,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Empty Plastic Blister 100Pcs,935826,2.656,,,,,,,,,,,,,Pantry,Chocolate,,Packaging,,No,No,No,8,,0,,,2.00,9,Red
,8.00,BAKV116716-CA,6347,Venchi Bar Dark Gianduja 24x100g,Venchi_Chocolate,68,0,Active-Venchi,6,0,0,1,1.75,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,3700,g,.018483927,0,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Dark Gianduja 24x100g,116301,54.12,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,24,Retail  - Chocolate,,Yes,Yes,No,7,50,0,,1,1.75,8,Red
,0,BAKV107298-CA,6919,Venchi Gift Murrine SMALL Hamper Gift box 10x200g,Venchi_Chocolate,40,18,Active-Venchi,4,0,0,1,1.25,14,,14,0,0,0,0,14,11.20,,,,14.00,11.20,,14.00,11.20,3700,g,.018483927,14,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine SMALL Hamper Gift box 10x200g,107266,90.99,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,10,Retail  - Chocolate,,Yes,Yes,No,5,18,0,,1,1.25,6,Black
,2.00,BAKV105168-CA,6831,Venchi Bulk Chocoviar Arancia 5kg,Venchi_Chocolate,40,4,Do not Order,1,0,0,3,1.00,3,,3,0,0,0,0,3,3.00,,20,2/28/2026,3.00,3.00,,3.00,3.00,3700,g,.018483927,3,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Chocoviar Arancia 5kg,105168,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,,Pantry,Chocolate,1,Retail  - Chocolate,108002996339715,Yes,Yes,No,4,63,0,,1,1.00,5,Red
