Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,"Qty Ordered Last Year","Qty Ordered This Year",Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock,Filter
,10615.00,OCOXV1TIMELESS-CA,1166,Colavita Extra Virgin Olive Oil 6x1L (Timeless),Colavita Italy_Oil,125664,9744,Active,9371,2952,1513,17797,7908.25,19877,,21154,0,0,0,0,21154,2.67,3819,336,3/23/2026,24973.00,3.16,,24973.00,3.16,9330,g,.018538764,21154,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Extra Virgin Olive Oil 6x1L (Timeless),CLEXEUTM1000C6CAN,44.10,.0000283,.0000212,.0000309,28.3,21.2,30.9,546,96,96,6,16,,Pantry,Olive Oils,6,Retail,10039153010007,Yes,Yes,Yes,31633,51150,1277,768,2400,7908.25,35588,Red
,574.00,VLONGOSBALS01-CA,3544,Longos Curato Balsamic Vinegar 12x500ml,Colavita_PL Longos,1020,0,Active - PL,0,0,510,0,127.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,23540,g,.001247382,0,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Vinegar 12x500ml,LNBALMGR500C12USA,15.00,.0000262,.0000069,.0000069,26.2,6.9,6.9,1821,102,,6,17,,Pantry,Balsamic Vinegar,12,Private Label - Longos,10772468023583,Yes,Yes,No,510,714,0,,410,127.50,574,Red
,918.00,VLONGOSRED01-CA,3547,Longos Curato Red Wine Vinegar 12x500ml,Colavita_PL Longos,816,0,Active - PL,0,0,816,0,204.00,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,12300,g,.01748331,0,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Red Wine Vinegar 12x500ml,LNVINRVE500C12USA,11.40,.000027,.0000221,.0000293,27,22.1,29.3,1095,100,,2,50,,Pantry,Specialty Vinegars,12,Private Label - Longos,,Yes,Yes,No,816,1734,0,,870,204.00,918,Red
,0,OCOXV.500L71TIMELESS-CA,7016,COL Premium ITALIAN EVOliveOil 6x500ml,Colavita Italy_Oil,270,0,Active,0,0,1,1,0.50,132,,132,0,0,0,0,132,264.00,,,,132.00,264.00,,132.00,264.00,7332,g,.009231376,132,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,COL Premium ITALIAN EVOliveOil 6x500ml,CLEXITTM500C6CAN,32.40,.0000254,.0000236,.0000154,25.4,23.6,15.4,547,180,120,6,30,,Pantry,Olive Oils,6,Retail,10039153010212,Yes,Yes,No,2,2,0,,210,0.50,3,Black
DEVIATION LABELING AND REPACKING,0,OCOSPRORG-CA,6553,Colavita Spray EV Olive Oil Organic 6x148ml,Colavita Italy_Oil,198,0,Label,42,1,6,3,13.00,105,,105,0,0,0,0,105,8.08,,,,105.00,8.08,,105.00,8.08,1270,g,.0038502,105,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray EV Olive Oil Organic 6x148ml,CLEXBIMEUSR148C6CAN,15.60,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,,Pantry,Olive Oils,6,Retail,10039153431024,Yes,Yes,No,52,161,0,,1,13.00,59,Black
,0,OCOXV-6PK-CA,3662,R.M. Extra Virgin Olive Oil 6x1L,Colavita Italy_Oil,6428,0,Active,197,179,167,327,217.50,3876,,3896,0,0,0,0,3896,17.91,,,,3896.00,17.91,,3896.00,17.91,8160,g,.01776076,3896,Regina Molisana,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,R.M. Extra Virgin Olive Oil 6x1L,RMEXMST1000C6CAN,40.20,.0000251,.0000305,.0000232,25.1,30.5,23.2,547,100,,5,20,,Pantry,Olive Oils,6,Retail,117799216010,Yes,Yes,Yes,870,2116.5,20,,610,217.50,979,Black
,0,OCOXV.10L56BB-CA,6860,Colavita Pure Olive Oil Bag In Box 1x10L,Colavita USA_Oil,14486,3438,Active,2205,436,446,1435,1130.50,782,,1202,0,0,0,0,1202,1.06,1451,1451,3/23/2026,2653.00,2.35,11000,13653.00,12.08,9400,g,.014329575,1202,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Pure Olive Oil Bag In Box 1x10L,CLOL BG10LC1 CAN,42.00,.0000325,.0000207,.0000213,32.5,20.7,21.3,546,72,,3,24,,Pantry,Olive Oils,1,Retail,039153431850,Yes,Yes,No,4522,15762,420,,2960,1130.50,5088,Black
DEVIATION LABELING AND REPACKING,0,OCOSPRAVO-CA,6559,Colavita Spray Avocado Oil 6x148ml,Colavita Italy_Oil,198,0,Label,12,7,7,5,7.75,98,,98,0,0,0,0,98,12.65,,,,98.00,12.65,,98.00,12.65,1270,g,.0038502,98,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray Avocado Oil 6x148ml,CLAVSR148C6CAN,18.60,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,,Pantry,Specialty Oils,6,Retail,10039153431048,Yes,Yes,No,31,98,0,,1,7.75,35,Black
,507.00,VLONGOSBALS04-CA,3545,Longos Curato Balsamic Vinegar Gold 6x250ml,Colavita_PL Longos,900,0,Active - PL,0,0,450,0,112.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,3885,g,.00060724,0,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Vinegar Gold 6x250ml,LNBALMVI250C6USA,21.48,.0000136,.0000047,.0000095,13.6,4.7,9.5,1821,224,,7,32,,Pantry,Balsamic Vinegar,6,Private Label - Longos,10772468023613,Yes,Yes,No,450,450,0,,300,112.50,507,Red
,0,SACOLPASS-CA,7201,Colavita Passata 6x680ml,Colavita Italy_Other,3828,0,Active,10,174,838,6,257.00,2792,,2792,0,0,0,0,2792,10.86,,,,2792.00,10.86,,2792.00,10.86,6320,g,,2792,Colavita,Canned and Jarred,679,COLPOM Colavita Spa,Salerno,Colavita Passata 6x680ml,CLPOPAS BP700V6 CAN,12.08,,,,,,,1095,174,,6,29,,Pantry,Tomatoes and Paste,6,Retail,,Yes,Yes,No,1028,,0,,3830,257.00,1157,Black
,0,OCOXVLEM-CA,1175,Colavita EV Olive Oil Lemon 6x250ml (Timeless),Colavita Italy_Oil,0,0,Active,8,9,10,24,12.75,22,,82,0,0,0,0,82,6.43,,,,82.00,6.43,,82.00,6.43,3090,g,.006573696,82,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Lemon 6x250ml (Timeless),CLLIMTM250C6CAN,14.70,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,,Pantry,Infused Oils,6,Retail,10039153100258,Yes,Yes,Yes,51,430,60,,160,12.75,58,Black
,5.00,OCOGRAPE01-CA,1158,Colavita Oil GRAPESEED 6x750ml,Colavita Italy_Oil,0,0,Do not Order,0,0,0,4,1.00,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,7094,g,.016715664,0,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Oil Grapeseed 6x750ml,CLVITM750C6CAN,17.70,.0000276,.0000294,.0000206,27.6,29.4,20.6,,120,,6,20,,Pantry,Nut and Seed Oils,6,Retail,10039153100999,No,No,No,4,167,0,191,1,1.00,5,Red
,48.00,VLONGOSBALS03-CA,3543,Longos Curato Balsamic Glaze 12x250ml,Colavita_PL Longos,768,0,Active - PL,0,0,384,0,96.00,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,384,384.00,4.00,9140,g,.007120224,0,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Glaze 12x250ml,LNBALMSQ250C12USA,24.84,.0000201,.0000164,.0000216,20.1,16.4,21.6,1821,192,,6,32,,Pantry,Balsamic Vinegar,12,Private Label - Longos,10772468023606,Yes,Yes,No,384,576,0,384,480,96.00,432,Red
,0,OCOXVGAR-CA,1173,Colavita EV Olive Oil Garlic 6x250ml (Timeless),Colavita Italy_Oil,476,0,Active,143,88,61,72,91.00,1032,,1032,0,0,0,0,1032,11.34,,,,1032.00,11.34,,1032.00,11.34,3120,g,.006573696,1032,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Garlic 6x250ml (Timeless),CLAGLTM250C6CAN,13.80,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,,Pantry,Infused Oils,6,Retail,10039153100500,Yes,Yes,Yes,364,856,0,,510,91.00,410,Black
,0,OCOXVPEP-CA,1178,Colavita EV Olive Oil PEPPER 6x250ml (Timeless),Colavita Italy_Oil,0,0,Active,111,74,69,77,82.75,922,,1122,0,0,0,0,1122,13.56,,,,1122.00,13.56,,1122.00,13.56,3000,g,.005397855,1122,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Pepper 6x250ml (Timeless),CLPEPTM250C6CAN,14.70,.0000201,.0000205,.0000131,20.1,20.5,13.1,730,287,,7,41,,Pantry,Infused Oils,6,Retail,10039153100142,Yes,Yes,Yes,331,730,200,,340,82.75,373,Black
,0,OCOXVTAR-CA,1181,Colavita EV Olive Oil TRUFFLE 6x250ml (Timeless),Colavita Italy_Oil,476,0,Active,54,26,82,86,62.00,821,,877,0,0,0,0,877,14.15,,,,877.00,14.15,,877.00,14.15,3090,g,.006573696,877,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Truffle 6x250ml (Timeless),CLTARTM250C6CAN,17.10,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,,Pantry,Infused Oils,6,Retail,10039153100395,Yes,Yes,Yes,248,850,56,,430,62.00,279,Black
,0,OCOXVGRE01-CA,1174,Colavita EV Olive Oil GREEK 6x750ml (Timeless),Colavita Italy_Oil,2660,559,Active,458,278,95,198,257.25,724,,779,0,0,0,0,779,3.03,140,140,4/23/2026,919.00,3.57,840,1759.00,6.84,7380,g,.013462176,779,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Greek 6x750ml (Timeless),CLEXGTM750C6CAN,34.20,.0000268,.0000276,.0000182,26.8,27.6,18.2,546,140,120,7,20,,Pantry,Olive Oils,6,Retail,10039153100869,Yes,Yes,Yes,1029,5344,55,192,700,257.25,1158,Black
Do Not Reorder - Sell through/Make Inactive,0,OCOXV.TINL10ITTIMELESS-CA,7018,COL Premium ITALIAN EVOliveOil 4X3LT TIN,Colavita Italy_Oil,0,0,Do not Order,0,0,1,0,0.25,3,,3,0,0,0,0,3,12.00,,,,3.00,12.00,,3.00,12.00,7332,g,.015681864,3,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,COL Premium ITALIAN EVOliveOil 4X3LT TIN,CLEXITLA3000C4CAN,124.40,.0000264,.0000311,.0000191,26.4,31.1,19.1,,90,,5,18,,Pantry,Olive Oils,4,Retail,10039153011431,Yes,No,No,1,2,0,,1,0.25,2,Black
DEVIATION LABELING AND REPACKING,0,OCOSPRGAR-CA,6555,Colavita SPRAY EV Olive Oil GARLIC 6x148ml,Colavita Italy_Oil,66,0,Label,5,3,10,1,4.75,52,,52,0,0,0,0,52,10.95,,,,52.00,10.95,,52.00,10.95,1270,g,.0038502,52,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray EV Olive Oil Garlic 6x148ml,CLAGLSR148C6CAN,17.40,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,,Pantry,Infused Oils,6,Retail,100391534300,Yes,Yes,No,19,139,0,,1,4.75,22,Black
,0,FPIP254-CA,3649,R.M. Artichokes Grilled 12x580g,Colavita Italy_Other,374,121,Active,9,29,34,49,30.25,123,,123,0,0,0,0,123,4.07,,,,123.00,4.07,121,244.00,8.07,10260,g,.014665112,123,Regina Molisana,Condiments and Toppings,679,COLPOM Colavita Spa,Salerno,R.M. Artichokes Grilled 12x580g,MCG31VT500C12,39.00,.0000154,.0000266,.0000358,15.4,26.6,35.8,730,110,,10,11,,Pantry,Pickles and Antipasto,12,Retail,10779921380092,Yes,Yes,Yes,121,524,0,,120,30.25,137,Black
,459.00,VIWR003-FB-CA,3457,Farm Boy Wine Vinegar Red 12x500ml,Colavita_PL Farmboy,816,0,Active - PL,0,0,0,408,102.00,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,9998,g,.01725584,0,Farm Boy,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Farm Boy Wine Vinegar Red 12x500ml,BO500C12 CAN,11.16,.000028,.0000217,.0000284,28,21.7,28.4,1821,102,,6,17,,Pantry,Specialty Vinegars,12,Private Label - FB,,Yes,Yes,No,408,816,0,,370,102.00,459,Red
,0,OCOXV3T-CA,1167,Colavita Extra Virgin Olive Oil 4x3L (Tin),Colavita Italy_Oil,630,90,Active,108,75,51,94,82.00,195,,195,0,0,0,0,195,2.38,,,,195.00,2.38,180,375.00,4.57,12330,g,.01595724,195,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Extra Virgin Olive Oil 4x3L (Tin),CLEXMEULA3000C4CAN,86.00,.0000265,.0000312,.0000193,26.5,31.2,19.3,546,90,,5,18,,Pantry,Olive Oils,4,Retail,10039153010014,Yes,Yes,Yes,328,1341,0,,230,82.00,369,Black
,0,OCOAVOCA-CA,6883,Colavita Avocado Oil 6x750ml (Timeless),Colavita Italy_Oil,0,0,Active,4,43,15,8,17.50,3,,161,0,0,0,0,161,9.20,,,,161.00,9.20,50,211.00,12.06,7360,g,.0135135,161,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Avocado Oil 6x750ml (Timeless),CLAVTM750C6CAN,39.60,.000027,.0000275,.0000182,27,27.5,18.2,730,120,120,6,20,,Pantry,Specialty Oils,6,Retail,10039153431833,Yes,Yes,No,70,60,158,,420,17.50,79,Black
Do Not Reorder - Sell through/Make Inactive,41.00,OCOXVCERAMIC-CA,1170,Colavita EV Olive Oil Premium Italian 6x250ml (Ceramic Jar),Colavita Italy_Oil,0,0,Do not Order,2,1,38,6,11.75,12,,12,0,0,0,0,12,1.02,,,,12.00,1.02,,12.00,1.02,3596,g,.0091377,12,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Premium Italian 6x250ml (Ceramic Jar),CLEXITTRISOL250C6USA,33.30,.0000165,.0000284,.0000195,16.5,28.4,19.5,,155,,5,31,,Pantry,Olive Oils,6,Retail,10039153100388,Yes,No,No,47,15,0,,100,11.75,53,Red
,2.00,OCOXV.1L147TIMELESS-CA,7017,COL Premium ITALIAN EVOliveOil 6x1lT,Colavita Italy_Oil,160,0,Active,40,0,1,1,10.50,46,,46,0,0,0,0,46,4.38,,,,46.00,4.38,,46.00,4.38,7332,g,.01668,46,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,COL Premium ITALIAN EVOliveOil 6x1lt,CLEXITTM1000C6CAN,63.00,.0000278,.00003,.00002,27.8,30,20,546,96,120,6,16,,Pantry,Olive Oils,6,Retail,10039153011417,Yes,Yes,No,42,4,0,,110,10.50,48,Red
,57.00,OCOXV.75L22TIMELESS-CA,1163,Colavita Premium Italian  EV Olive Oil 6x750ml (Timeless),Colavita Italy_Oil,140,280,Active,63,6,36,176,70.25,166,,260,0,0,0,0,260,3.70,,,,260.00,3.70,,260.00,3.70,7332,g,.01383726,260,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Premium Italian  EV Olive Oil 6x750ml (Timeless),CLEXITTM750C6CAN,47.70,.0000271,.0000276,.0000185,27.1,27.6,18.5,546,120,120,6,20,,Pantry,Olive Oils,6,Retail,10039153010106,Yes,Yes,No,281,1245,94,,230,70.25,317,Red
,0,VLONGONSWHI01-CA,3552,Longos Curato White Wine Vinegar 12x500ml,Colavita_PL Longos,476,0,Active - PL,0,0,0,0,No Movement,0,,0,0,0,0,0,0,,,,,0.00,,,0.00,,12300,g,.01748331,0,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato White Wine Vinegar 12x500ml,LNVINBVE500C12USA,11.40,.000027,.0000221,.0000293,27,22.1,29.3,1095,102,,6,17,,Pantry,Specialty Vinegars,12,Private Label - Longos,,Yes,Yes,No,0,1530,0,,770,No Movement,0,Black
,590.00,OCOXVPOR-CA,1179,Colavita EV Olive Oil PORTUGAL 6x750ml (Timeless),Colavita Italy_Oil,0,279,Do not Order,377,64,49,34,131.00,0,219,219,0,0,0,0,219,1.67,,,,219.00,1.67,,219.00,1.67,7360,g,.013634232,219,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Portugal 6x750ml (Timeless),CLEXPTM750C6CAN,34.20,.0000268,.0000278,.0000183,26.8,27.8,18.3,730,120,120,6,20,,Pantry,Olive Oils,6,Retail,10039153011523,Yes,No,Yes,524,751,219,,270,131.00,590,Red
,0,VIRASW-CA,6149,Colavita Raspberry Wine Vinegar 12x500ml,Colavita_Vinegar,119,0,Active,5,5,5,4,4.75,92,,92,0,0,0,0,92,19.37,,,,92.00,19.37,,92.00,19.37,10640,g,.021645,92,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Raspberry Wine Vinegar 12x500ml,CLVIRATM500C12CAN,15.60,.000025,.0000234,.000037,25,23.4,37,1095,102,,6,17,,Pantry,Specialty Vinegars,12,Retail,10039153413150,Yes,Yes,No,19,143,0,,110,4.75,22,Black
,0,VIBA.5-CA,1184,Colavita Balsamic Vinegar of Modena 12x500ml,Colavita_Vinegar,8109,0,Active,739,567,337,869,628.00,1625,,1679,0,0,0,0,1679,2.67,,,,1679.00,2.67,1462,3141.00,5.00,11080,g,.0176784,1679,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Balsamic Vinegar of Modena 12x500ml,CLBALMTM500C12CAN,15.12,.0000254,.00003,.0000232,25.4,30,23.2,1825,102,,6,17,,Pantry,Balsamic Vinegar,12,Retail,10039153413006,Yes,Yes,Yes,2512,8582,54,546,595,628.00,2826,Black
DEVIATION LABELING AND REPACKING,0,OCOSPRPRE-CA,6551,Colavita Spray EV Olive Oil Premium 6x148ml,Colavita Italy_Oil,132,120,Label,26,26,2.5,0,13.63,70,,70,0,0,0,0,70,5.14,,,,70.00,5.14,,70.00,5.14,1265,g,.0038502,70,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray EV Olive Oil Premium 6x148ml,CLEXEUSR148C6CAN,14.40,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,,Pantry,Olive Oils,6,Retail,10039153431536,Yes,Yes,No,54.5,120,0,,1,13.63,62,Black
Do Not Reorder - Sell through/Make Inactive,726.00,OCOXVMED-CA-1.5LT PET,6862,Colavita (PET)  EV Olive Oil Mediteranean 6x1.5L,Colavita Italy_Oil,220,0,Do not Order,232,322,20,72,161.50,1,,1,0,0,0,0,1,0.01,,,,1.00,0.01,,1.00,0.01,8870,g,.02051613,1,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita (PET)  EV Olive Oil Mediteranean 6x1.5L,CLEXMEUTMP1.5C6CAN,60.00,.0000333,.0000305,.0000202,33.3,30.5,20.2,547,80,,5,16,,Pantry,Olive Oils,6,Retail,10039153431482,Yes,No,Yes,646,342,0,,220,161.50,727,Red
Do Not Reorder - Sell through/Make Inactive,1713.00,OCOXVSPN-CA,1180,Colavita EV Olive Oil SPANISH 6x750ml (Timeless),Colavita Italy_Oil,0,0,Do not Order,413,1006,64,39,380.50,0,101,101,0,0,0,0,101,0.27,,,,101.00,0.27,,101.00,0.27,7390,g,.0135135,101,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Spanish 6x750ml (Timeless),CLEXSPTM750C6CAN,34.20,.000027,.0000275,.0000182,27,27.5,18.2,,120,120,6,20,,Pantry,Olive Oils,6,Retail,10039153010144,Yes,No,Yes,1522,759,101,,430,380.50,1713,Red
,0,VIWR003-CA,1188,Colavita Wine Vinegar Red 12x500ml,Colavita_Vinegar,2873,585,Active,478,277,329,432,379.00,86,58,144,0,0,0,0,144,0.38,585,585,3/23/2026,729.00,1.92,1462,2191.00,5.78,10630,g,.0176784,144,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Wine Vinegar Red 12x500ml,CLVINRTM500C12CAN,11.64,.0000254,.00003,.0000232,25.4,30,23.2,1825,102,,6,17,,Pantry,Specialty Vinegars,12,Retail,10039153413051,Yes,Yes,Yes,1516,4773,58,510,595,379.00,1706,Black
,130.00,VIWW004-CA,1190,Colavita Wine Vinegar White 12x500ml,Colavita_Vinegar,2312,0,Active,317.5,205,188,328,259.63,561,,563,0,0,0,0,563,2.17,,,,563.00,2.17,476,1039.00,4.00,10620,g,.0176784,563,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Wine Vinegar White 12x500ml,CLVINBTM500C12CAN,11.64,.0000254,.00003,.0000232,25.4,30,23.2,1825,102,,6,17,,Pantry,Specialty Vinegars,12,Retail,10039153413068,Yes,Yes,Yes,1038.5,3287,2,,595,259.63,1169,Red
,0,OCOXV.5-6pk-CA,6482,Colavita Extra Virgin Olive Oil 6x500ml (Timeless),Colavita Italy_Oil,8550,0,Active,314,329,226,231,275.00,4099,,4122,0,0,0,0,4122,14.99,,,,4122.00,14.99,,4122.00,14.99,5050,g,.009183232,4122,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Extra Virgin Olive Oil 6x500ml (Timeless),CLEXEUTM500C6CAN,22.80,.0000256,.0000236,.0000152,25.6,23.6,15.2,546,180,180,6,30,,Pantry,Olive Oils,6,Retail,18001876120020,Yes,Yes,Yes,1100,5583,23,,1365,275.00,1238,Black
,383.00,OCOXVCAL-CA,1169,Colavita EV Olive Oil California 6x750ml (Timeless),Colavita USA_Oil,857,520,Active,538,38,64,6,161.50,344,,344,0,0,0,0,344,2.13,,,,344.00,2.13,,344.00,2.13,7360,g,.0135135,344,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita EV Olive Oil California 6x750ml (Timeless),L88,39.60,.000027,.0000275,.0000182,27,27.5,18.2,546,120,120,6,20,,Pantry,Olive Oils,6,Retail,10039153100883,Yes,Yes,Yes,646,715,0,,1,161.50,727,Red
,0,OOIL119-CA,6798,O California White Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,150,245,Active,8,8,17,34,16.75,229,,239,0,0,0,0,239,14.27,,,,239.00,14.27,,239.00,14.27,3860,g,.005628928,239,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California White Balsamic Vinegar 6x300ml,CA119CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,,Pantry,Balsamic Vinegar,6,Retail,40634039350188,Yes,Yes,No,67,564,10,,129,16.75,76,Black
,44.00,OOIL113-CA,6802,O Sherry Wine Vinegar 6x300ml,Colavita USA_Vinegar,0,60,Active,41,19,43,18,30.25,72,,93,0,0,0,0,93,3.07,,,,93.00,3.07,,93.00,3.07,3770,g,.005628928,93,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Sherry Wine Vinegar 6x300ml,CA113CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,,Pantry,Specialty Vinegars,6,Retail,40634039350058,Yes,Yes,No,121,182,21,,129,30.25,137,Red
,0,FPCOL16-CA,1157,Colavita Hazelnut Whole Roasted 8x4.4lb,Colavita USA_Hazelnuts,10,0,Active - PL,0,0,0,0,No Movement,0,,0,0,0,0,0,0,,,,,0.00,,,0.00,,16780,g,.045758592,0,Colavita,Condiments and Toppings,1644,COLUSA Colavita USA,USA,Colavita Hazelnut Whole Roasted 8x4.4lb,FSAHW,247.44,.0000314,.0000276,.0000528,31.4,27.6,52.8,730,100,,2,50,,Pantry,Pickles and Antipasto,8,Retail,,Yes,Yes,No,0,21,0,,1,No Movement,0,Black
,0,VIBGLAZEV332-CA,7132,Colavita Balsamic Glaze 2x32oz,Colavita USA_Vinegar,720,0,Active,1,1,0,0,0.50,66,,66,0,0,0,0,66,132.00,,,,66.00,132.00,,66.00,132.00,2494,g,.003582219928,66,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Glaze 2x32oz,V33/2,10.00,.00002731,.00000826,.00001588,27.31,8.26,15.88,1821,370,,5,74,,Pantry,Specialty Vinegars,2,Retail,,Yes,Yes,No,2,0,0,,1,0.50,3,Black
,0,OOIL122-CA,6800,O California Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,0,0,Active,7,2,11,7,6.75,307,,313,0,0,0,0,313,46.37,,,,313.00,46.37,,313.00,46.37,3880,g,.005628928,313,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Balsamic Vinegar 6x300ml,CA122CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,,Pantry,Balsamic Vinegar,6,Retail,40634039350133,Yes,Yes,No,27,17,6,,129,6.75,31,Black
,183.00,OOIL101-CA,6795,O Champagne Vinegar 6x300ml,Colavita USA_Vinegar,1990,890,Active,244,106,131,162,160.75,541,,541,0,0,0,0,541,3.37,,,,541.00,3.37,,541.00,3.37,3710,g,.005628928,541,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Champagne Vinegar 6x300ml,CA101CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,,Pantry,Specialty Vinegars,6,Retail,40634039350089,Yes,Yes,Yes,643,1847,0,,129,160.75,724,Red
