Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,BAKV107272-CA,6271,Venchi Gift Murrine Cremini Box 10x127g,Venchi_Chocolate,Active-Venchi,5,4,0,5,3.5,,,16,16,16,16,16,16,4.57,,,,,- None -,,- None -,- None -,3700,g,0.018483927,16,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine Cremini Box 10x127g,107272,56.54,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,10,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,14,75,,,,1,,
- None -,3.5,BAKV116716-CA,6764,Venchi Bar Dark Gianduja with Hazelnuts 24x100g,Venchi_Chocolate,Active-Venchi,11,3,0,0,3.5,,,48,48,48,48,48,48,13.71,,,,,- None -,,- None -,- None -,3200,g,0.021729795,48,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Dark Gianduja with Hazelnuts 24x100g,116301_2,54.12,0.0000205,0.0000397,0.0000267,20.5,39.7,26.7,546,,48,,,- None -,Pantry,Chocolate,24,Retail,- None -,Yes,Yes,No,- None -,14,,,,,1,,
- None -,3.5,BAKV112443-CA,6832,Venchi Bulk Tiramisu 5kg,Venchi_Chocolate,Do not Order,0,0,0,0,0,,,13,13,13,13,13,13,0,,,,,- None -,,- None -,- None -,3700,g,0.018483927,13,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Tiramisu 5kg,112443,120.23,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,1.08003E+14,Yes,No,No,- None -,0,32,,,,1,,
- None -,3.5,BAKV108311-CA,6295,Venchi Bulk Pearl Pistachio 5x1kg,Venchi_Chocolate,Do not Order,2,0,0,1,0.75,,,20,20,20,20,20,20,26.67,,,,,- None -,,- None -,- None -,3700,g,0.018483927,20,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pearl Pistachio 5x1kg,107204,120.23,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,Yes,No,No,- None -,3,21,,,,1,,
- None -,3.5,BAKV122093-CA,6592,Venchi Cigar Pistachio Chocolate 15x100g,Venchi_Chocolate,Active-Venchi,19,5,0,0,6,,,34,34,34,34,34,34,5.67,,,,,- None -,,- None -,- None -,3700,g,0.018483927,34,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cigar Pistachio Chocolate 15x100g,122093,58.95,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,15,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,24,116,,,,1,,
- None -,3.5,BAKV107294-CA,6760,Venchi Gift Murrine Maxi Book TIN 8x200g,Venchi_Chocolate,Active-Venchi,3,3,0,0,1.5,,,19,19,19,19,19,19,12.67,,,,,- None -,,- None -,- None -,3200,g,0.021729795,19,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine Maxi Book TIN 8x200g,107265,86.05,0.0000205,0.0000397,0.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,8,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,6,38,,,,1,,
- None -,3.5,BAKV105167-CA,6827,Venchi Bulk Chocoviar Stracciatella 5kg,Venchi_Chocolate,Do not Order,5,0,0,3,2,,,,,,,,,,,,,,- None -,,- None -,- None -,3700,g,0.018483927,,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Chocoviar Stracciatella 5kg,105167,120.23,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,Yes,No,No,- None -,8,54,,,,1,,
- None -,3.5,BAKV105185-CA,6742,Venchi Bulk Chocoviar Crema Cacao 5x1kg,Venchi_Chocolate,Do not Order,0,2,0,0,0.5,,,2,2,2,2,2,2,4,,,,,- None -,,- None -,- None -,3700,g,0.018483927,2,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Chocoviar Crema Cacao 5x1kg,105166,120.27,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,,54,,,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,2,45,,,,1,,
- None -,3.5,BAKV116684-CA,6939,Venchi Bar 69% Dark Crunchy 24x78g,Venchi_Chocolate,Active-Venchi,8,8,0,0,4,,,42,42,42,42,42,42,10.5,,,,,- None -,,- None -,- None -,2121.6,lb,0.0064141,42,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar 69% Dark Crunchy 24x78g,116684,58.49,0.0000187,0.0000245,0.000014,18.7,24.5,14,546,100,,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,16,4,,,,1,,
- None -,3.5,BAKV116209-CA,3763,Venchi Bar Cremino 24x110g,Venchi_Chocolate,Active-Venchi,11,7,0,0,4.5,,,,,,,,,,,,,,- None -,,- None -,- None -,3200,g,0.006572125,,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Cremino 24x110g,116209,71.04,0.0000185,0.0000245,0.0000145,18.5,24.5,14.5,546,100,168,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,1.08003E+14,Yes,Yes,No,- None -,18,99,,,,1,,
- None -,3.5,BAKV116023-CA,3838,Venchi Bar White Chocolate Hazelnut w Salted Nuts 24x100g,Venchi_Chocolate,Active-Venchi,16,7,0,0,5.75,,,40,40,40,40,40,40,6.96,,,,,- None -,,- None -,- None -,2800,g,0.006572125,40,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar White Chocolate Hazelnut w Salted Nuts 24x100g,116208,54.12,0.0000185,0.0000245,0.0000145,18.5,24.5,14.5,546,100,168,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,8.003E+13,Yes,Yes,No,- None -,23,129,,,,1,,
- None -,3.5,BAKV116022-CA,3799,Venchi Bar Milk Hazelnut 24x100g,Venchi_Chocolate,Active-Venchi,16,8,0,0,6,,,38,38,38,38,38,38,6.17,,,,,- None -,,- None -,- None -,2800,g,0.006572125,37,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Milk Hazelnut 24x100g,116207,54.12,0.0000185,0.0000245,0.0000145,18.5,24.5,14.5,546,100,168,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,8.003E+13,Yes,Yes,No,- None -,24,168,1,,,1,,
- None -,3.5,BAKV116211-CA,3813,Venchi Bar Pistachio Cremino 24x110g,Venchi_Chocolate,Active-Venchi,29,13,0,0,10.5,,,36,36,36,36,36,36,3.43,,,,,- None -,,- None -,- None -,3200,g,0.006572125,36,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Pistachio Cremino 24x110g,116211,54.12,0.0000185,0.0000245,0.0000145,18.5,24.5,14.5,546,,168,,,- None -,Pantry,Chocolate,24,Retail  - Chocolate,8.003E+13,Yes,Yes,No,- None -,42,256,,,,1,,
- None -,3.5,BAKV126234-CA,2070,Venchi Bulk Cremino Pistachio 5x1Kg,Venchi_Chocolate,Active-Venchi,0,1,0,1,0.5,,,9,9,9,9,9,9,18,,,,,- None -,,- None -,- None -,5400,g,0.015615369,9,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cremino Pistachio Bulk 1x5Kg,126234,120.23,0.0000231,0.0000333,0.0000203,23.1,33.3,20.3,546,100,55,2,50,- None -,Pantry,Chocolate,,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,2,33,,,,1,,
- None -,3.5,BAKV126125-CA,2028,Venchi Bulk Gianduja 1x5Kg,Venchi_Chocolate,Do not Order,0,1,0,0,0.25,,,20,20,20,20,20,20,80,,,,,- None -,,- None -,- None -,5400,g,0.01169532,20,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Gianduja 1x5Kg,126125,120.23,0.0000136,0.0000351,0.0000245,13.6,35.1,24.5,546,100,81,2,50,- None -,Pantry,Chocolate,,Retail  - Chocolate,- None -,Yes,No,No,- None -,1,26,,,,1,,
- None -,3.5,BAKV939151-OT,7106,Venchi Extra Large Murrine Pouch (100 pieces),Venchi_Packaging,Do not Order,0,1,0,0,0.25,,,2,2,2,2,2,2,8,,,,,- None -,,- None -,- None -,,- None -,,2,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Extra Large Murrine Pouch (100 pieces),939951,1,,,,,,,546,100,,2,50,- None -,Pantry,Packaging,100,Packaging,- None -,Yes,No,No,- None -,1,0,,,,1,,
- None -,3.5,BAKV107298-CA,6919,Venchi Gift Murrine SMALL Hamper Gift box 10x200g,Venchi_Chocolate,Active-Venchi,3,3,0,0,1.5,,,12,12,12,12,12,12,8,,,,,- None -,,- None -,- None -,3700,g,0.018483927,12,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine SMALL Hamper Gift box 10x200g,107266,90.99,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,10,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,6,18,,,,1,,
- None -,3.5,BAKV105187-CA,2088,Venchi Bulk Chocaviar Pistachio 5x1kg,Venchi_Chocolate,Do not Order,6,0,0,1,1.75,,,32,32,32,32,32,32,18.29,,,,,- None -,,- None -,- None -,5500,g,0.017024722,32,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cubotto Chocaviar Pistachio Bulk 1x5kg,105187,120.23,0.0000241,0.0000338,0.0000209,24.1,33.8,20.9,546,100,,2,50,- None -,Pantry,Chocolate,,Retail  - Chocolate,- None -,Yes,No,No,- None -,7,31,,,,1,,
- None -,3.5,BAKV107300-CA,6588,Venchi Gift Murrine Bag 8x150g,Venchi_Chocolate,Active-Venchi,2,0,0,0,0.5,,,21,21,21,21,21,21,42,1,,,,- None -,1,- None -,- None -,3700,g,0.018483927,21,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine Bag 8x150g,107264,45.23,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,8,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,2,59,,,,1,,
- None -,3.5,BAKV116682-CA,6936,Venchi Bulk Pistachio Ingot 5kg,Venchi_Chocolate,Do not Order,1,1,0,0,0.5,,,2,2,2,2,2,2,4,,,,,- None -,,- None -,- None -,5400,g,0.017024722,2,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pistachio Ingot 5kg,116682,120.23,0.0000241,0.0000338,0.0000209,24.1,33.8,20.9,546,,,,,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,2,0,,,,1,,
- None -,3.5,BAKV116652-CA,6766,Venchi Bar Snack Chocobiscuit 32x35g,Venchi_Chocolate,Do not Order,1,1,0,3,1.25,,,21,21,21,21,21,21,16.8,,,,,- None -,,- None -,- None -,3200,g,0.021729795,21,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Snack Chocobiscuit 32x35g,116652,33.27,0.0000205,0.0000397,0.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,32,Retail  - Chocolate,- None -,Yes,No,No,- None -,5,12,,,,1,,
- None -,3.5,BAKV939150-OT,7105,Venchi Large Murrine Pouch (100 pieces),Venchi_Chocolate,Do not Order,0,0,0,0,0,,,12,12,12,12,12,12,0,,,,,- None -,,- None -,- None -,,- None -,,12,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Large Murrine Pouch (100 pieces),939150,1,,,,,,,546,100,,2,50,- None -,Pantry,Packaging,100,Packaging,- None -,Yes,No,No,- None -,0,0,,,,1,,
- None -,3.5,BAKV108309-CA,6413,Venchi Bulk Pearl Caramel & Hazelnut 5x1kg,Venchi_Chocolate,Active - Not Sellable,0,0,0,0,0,,,5,5,5,5,5,5,0,,,,,- None -,,- None -,- None -,3700,g,0.018483927,,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pearl Caramel & Hazelnut 5x1kg,108309,120.23,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,No,No,No,- None -,0,7,,,,1,,
