Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Maximum of Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
DEVIATION LABELING AND REPACKING,3.5,BACI12532557-CA,6969,Perugina Egg Easter Milk 12x245g,Baci_Easter Chocolate,Label,0,0,0,0,0,,3.08,3.08,3.08,3.08,3.08,3.08,0,20,20,3/23/2026,,- None -,20,- None -,- None -,3300,g,.12551328,2.08,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Perugina Egg Easter Milk 12x245g,12532557,73.20,.000054,.0000398,.0000584,54,39.8,58.4,364,100,8,2,50,- None -,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8000300419443,Yes,Yes,No,0,,1,,30,,
- None -,3.5,BACI12497895-CA,6994,Baci Box 28Pcs Original Dark 6x350g,Baci_Chocolate,Label,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,3400,g,.022356,,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Box 28Pcs Original Dark 6x350g,12439754,61.50,.000023,.000027,.000036,23,27,36,364,100,60,2,50,- None -,Pantry,Chocolate,6,Retail  - Chocolate,8000300388763,Yes,Yes,No,0,,,,1630,,
- None -,3.5,BACI104936519-CA,7023,Baci Perugina Displayer Buckets (part 2 of 2),Baci_Displayer,Active-Displayer,0,0,0,0,0,,3,3,3,3,3,3,0,,,,,- None -,,- None -,- None -,1200,g,.0020564,3,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Perugina Displayer Buckets (part 2 of 2),104936519,17.16,.0000097,.0000106,.00002,9.7,10.6,20,9999,100,60,2,50,- None -,Pantry,Chocolate,1,Displayer,- None -,Yes,Yes,No,0,0,,,20,,
DEVIATION LABELING AND REPACKING,3.5,BACI12531685-CA,6966,Baci Bag Easter Mini Eggs Original Dark 20x150g,Baci_Easter Chocolate,Label,0,0,0,0,0,,1,1,1,1,1,1,0,,,,,- None -,,- None -,- None -,3300,g,.0219184,1,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Bag Easter Mini Eggs Original Dark 20x150g,12531685,47.00,.0000206,.0000266,.00004,20.6,26.6,40,364,100,45,2,50,- None -,Seasonal,Chocolate,20,Retail - EASTER Chocolate,8000300298451,Yes,Yes,No,0,,,,100,,
- None -,5,BACI104331486-CA,7014,Perugina Baci Quick Display 1x,Baci_Displayer,Active-Displayer,0,0,0,0,0,,59,59,59,59,59,59,0,,,,,- None -,,- None -,- None -,1200,g,.0020564,59,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Perugina Baci Quick Displayer 1x,104331486,17.16,.0000097,.0000106,.00002,9.7,10.6,20,9999,100,60,2,50,- None -,Pantry,Chocolate,1,Displayer,- None -,Yes,Yes,No,0,0,,,100,,
DEVIATION LABELING AND REPACKING,3.5,BACI12533665-CA,6971,Baci Egg Easter Original Dark 12x265g,Baci_Easter Chocolate,Label,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,3300,g,.12551328,,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Egg Easter Original Dark 12x265g,12533665,86.52,.000054,.0000398,.0000584,54,39.8,58.4,364,100,8,2,50,- None -,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8000300412260,Yes,Yes,Yes,0,22,,,400,,
DEVIATION LABELING AND REPACKING,3.5,BACI12532528-CA,6968,Perugina Egg Easter Dark 12x245g,Baci_Easter Chocolate,Label,0,0,0,0,0,,3.08,3.08,3.08,3.08,3.08,3.08,0,10,10,3/23/2026,,- None -,10,- None -,- None -,3300,g,.12551328,2.08,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Perugina Egg Easter Dark 12x245g,12532528,73.20,.000054,.0000398,.0000584,54,39.8,58.4,364,100,8,2,50,- None -,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8000300419429,Yes,Yes,No,0,,1,,30,,
- None -,3.5,XMASAU02-CA,4072,Gioia Pandoro Classic 8x800g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,7000,g,.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Classic 8x800g,194993510718,30.40,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,10779921120001,Yes,Yes,Yes,0,1960,,,1200,,
- None -,3.5,BAKMA29A-CA,3476,Gioia Croissants Chocolate 8x270g,Balconi,Active,0,0,0,0,0,,1555,1555,1555,1555,1555,1555,0,,,,,- None -,1130,- None -,- None -,3010,g,.03248336,1533,Admin Portal,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Chocolate 8x270g,121408302599,9.84,.0000322,.0000388,.000026,32.2,38.8,26,243,96,,8,12,- None -,Bakery,Packaged Sweets,8,Retail,10779921108108,Yes,Yes,Yes,0,7998,22,30,1100,,
- None -,3.5,BAKMA31A-CA,3478,Gioia Croissants Cream 8x270g,Balconi,Active,0,0,0,0,0,,190,190,190,190,190,190,0,789,789,3/15/2026,,- None -,1919,- None -,- None -,3080,g,.0304878,186,Admin Portal,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Cream 8x270g,121407302599,9.84,.000034,.0000366,.0000245,34,36.6,24.5,243,96,,8,12,- None -,Bakery,Packaged Sweets,8,Retail,10779921108207,Yes,Yes,Yes,0,3646,4,30,1100,,
- None -,3.5,XMAS52A-CA,4071,Gioia Pandoro Chocolate Cream Fill 8x750g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,6200,g,.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Chocolate Cream Fill 8x750g,192992530241,31.20,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,20779921120107,Yes,Yes,Yes,0,689,,,630,,
- None -,3.5,XMAS53A-CA,4073,Gioia Pandoro Lemon Cream Filled 8x750g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,6200,g,.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Lemon Cream Filled 8x750g,197992430241,31.20,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,20779921120206,Yes,Yes,Yes,0,638,,,620,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAKMB17503-CA,3607,Mulino Bianco Pan Di Stelle Hazelnut Spread 10x380g (Special order),Mulino Bianco,Do not Order,0,0,0,0,0,,4,4,4,4,4,4,0,,,,,- None -,,- None -,- None -,5920,g,.00626164,4,Admin Portal,Mulino Bianco,Breakfast,547,BARILLA Barilla G. E. R. Fratelli Spa,Genova,Mulino Bianco Pan Di Stelle Hazelnut Spread 10x380g (Special order),1000020736,20.60,.0000107,.0000385,.0000152,10.7,38.5,15.2,365,160,,10,16,- None -,Pantry,Jams and Spreads,10,Retail,10076808009252,Yes,No,No,0,48,,,80,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAKMB182641-CA,3611,Mulino Bianco Pavesini Plain 12x200g,Mulino Bianco,Do not Order,0,0,0,0,0,,17,17,17,17,17,17,0,,,,,- None -,,- None -,- None -,3120,g,.025361875,17,Admin Portal,Mulino Bianco,"Crackers, Cookies, Snacks",547,BARILLA Barilla G. E. R. Fratelli Spa,Genova,Mulino Bianco Pavesini Plain 12x200g,1000016713,16.11,.0000175,.0000341,.0000425,17.5,34.1,42.5,365,56,48,7,8,- None -,Pantry,Cookies,12,Retail,08013355021011,Yes,No,Yes,0,4286,,,380,,
- None -,3.5,BAUPOS90000502-OT,7249,Bauducco Chocottone Topper,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,2,2,2,2,2,2,0,,,,,- None -,,- None -,- None -,,- None -,,2,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Chocottone Topper,90000502,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAUPOS90000506-OT,7245,Bauducco Displayer Train,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,,- None -,,7,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Displayer Train,90000506,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAUWAFCHO142-CA,6891,Bauducco Wafers Chocolate 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,2170,2170,2170,2170,2170,2170,0,,,,,- None -,2100,- None -,- None -,3492,g,.010123344,2166,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Chocolate 18x142g,40003979,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010080,Yes,Yes,Yes,0,567,4,,1800,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUCOKCHO-CA,7176,Bauducco Cookies Fudge Layer - Chocolate 18x96g,Bauducco_Cookies,Do not Order,0,0,0,0,0,,213,213,213,213,213,213,0,,,,,- None -,,- None -,- None -,2127,g,.007657475,,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Cookies Fudge Layer - Chocolate 18x96g,40004711,10.80,.0000133,.0000245,.0000235,13.3,24.5,23.5,420,240,,12,20,- None -,Pantry,Cookies,18,Retail,10875754001101,Yes,No,No,0,,,,120,,
- None -,3.5,BAUPOS20002780-OT,7258,Bauducco Inflatable Santa,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,,- None -,,7,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Inflatable Santa,20002780,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAUPOS90000508-OT,7246,Bauducco Pallet Wrap Roll (Pack of 2),Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,3,3,3,3,3,3,0,,,,,- None -,,- None -,- None -,,- None -,,3,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Wrap Roll (Pack of 2),90000508,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,2,Marketing,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,XMASBAU03AB-CA,7034,Bauducco Hazelnut Cream Panettone Box 12x454g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Hazelnut Cream Panettone Box 12x454g ,40004920,46.80,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10875754000760,Yes,Yes,No,0,,,,1200,,
- None -,3.5,SCOTTI2DISPLAY-FL,7318,Scotti Displayer 160x210g Mixed Risotto (Built),Bauducco_Marketing,Active,0,0,0,0,0,,4,4,4,4,4,4,0,,,,,- None -,,- None -,- None -,,- None -,,4,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Scotti Displayer 160x210g Mixed Risotto (Built),20006251,.01,,,,,,,9999,16,,,,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,No,No,0,,,,1,,
- None -,3.5,BAUPOS90000361-OT,7247,Bauducco Pallet Cover,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,22,22,22,22,22,22,0,,,,,- None -,,- None -,- None -,,- None -,,22,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Cover,90000361,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,XMASMAS01B-CA,6903,Massimo Panettone Traditional 12x750g (Cello),Bauducco_ XMAS Massimo,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Panettone Traditional 12x750g (Cello),40004672,30.00,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10779921110026,Yes,Yes,Yes,0,2153,,,1020,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFCHOSS-CA,7173,Bauducco Wafer Single Serve 10 Pack Chocolate 6x400g,Bauducco_Wafers,Do not Order,0,0,0,0,0,,60,60,60,60,60,60,0,,,,,- None -,,- None -,- None -,3089,g,.0155904,,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Single Serve 10 Pack Chocolate 6x400g,40004885,12.00,.000021,.0000256,.000029,21,25.6,29,420,84,,7,12,- None -,Pantry,Cookies,6,Retail,20875754000668,Yes,No,No,0,0,,,80,,
- None -,3.5,XMASBAU01B-CA,6574,Bauducco Panettone Traditional 12x680g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,0,25,,,,- None -,25,- None -,- None -,9850,g,.0906594,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Panettone Traditional 12x680g,40004059,43.20,.000039,.0000394,.000059,39,39.4,59,365,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10875754010301,Yes,Yes,Yes,0,5280,,,710,,
- None -,3.5,BAUPOS90000499-OT,7248,Bauducco Tree Topper,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,15,15,15,15,15,15,0,,,,,- None -,,- None -,- None -,,- None -,,15,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Tree Topper,90000499,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAUPOS90000355-OT,7252,Bauducco Displayer Mini Tower,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,,- None -,,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Displayer Mini Tower,90000355,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAUPOS90000424-OT,7259,Bauducco Santa Socks,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,400,400,400,400,400,400,0,,,,,- None -,,- None -,- None -,,- None -,,400,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Santa Socks,90000424,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAUPOS20006251-OT,7257,Bauducco Biscuits Displayer (Floor),Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,20,20,20,20,20,20,0,,,,,- None -,,- None -,- None -,,- None -,,20,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Biscuits Displayer (Floor),20006251,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,No,No,0,,,,1,,
- None -,3.5,XMASBAU04B-CA,6577,Bauducco Mini Panettone 24x80g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,2900,g,.02722482,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Mini Panettone 24x80g,40003970,16.80,.0000217,.0000306,.000041,21.7,30.6,41,365,72,,9,8,- None -,Seasonal,Cakes,24,Retail - Seasonal,10875754009995,Yes,Yes,Yes,0,5495,,,1280,,
- None -,3.5,BAUWAFSTR142-CA,6893,Bauducco Wafers Strawberry 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,1668,1668,1668,1668,1668,1668,0,,,,,- None -,600,- None -,- None -,3492,g,.010123344,1666,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Strawberry 18x142g,40003981,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010103,Yes,Yes,Yes,0,448,2,,1490,,
- None -,3.5,XMASBAU02B-CA,6575,Bauducco Chocottone 12x680g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Chocottone 12x680g,40004060,46.80,.000039,.0000394,.000059,39,39.4,59,365,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10875754010325,Yes,Yes,Yes,0,6428,,,700,,
- None -,3.5,BAUWAFVAN142-CA,6892,Bauducco Wafers Vanilla 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,1440,1440,1440,1440,1440,1440,0,,,,,- None -,1700,- None -,- None -,3492,g,.010123344,1438,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Vanilla 18x142g,40003980,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010097,Yes,Yes,Yes,0,551,2,,1270,,
- None -,3.5,XMASMTV01-CA,7033,Monteverde Panettone CELLO 12x750g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Monteverde,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Monteverde Panettone CELLO 12x750g,40004941,28.20,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10779921110033,Yes,Yes,No,0,,,,2900,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFROLCH-CA,7122,Bauducco Wafer Rolls Chocolate Hazelnut TIN 12x400g,Bauducco_Wafers,Do not Order,0,0,0,0,0,,202,202,202,202,202,202,0,,,,,- None -,,- None -,- None -,6518.122,g,.020112,202,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Rolls Chocolate Hazelnut 12x400g,40004518,33.00,.000015,.0000419,.000032,15,41.9,32,420,88,,11,8,- None -,Pantry,Cookies,12,Retail,10875754000715,Yes,Yes,No,0,0,,,40,,
- None -,3.5,XMASMAS01-CA,6904,Massimo Pandoro Classic 12x500g (Box),Bauducco_ XMAS Massimo,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Pandoro Classic 12x500g (Box),40004532,36.00,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10779921120018,Yes,Yes,Yes,0,1720,,,610,,
- None -,3.5,XMASBAU09B-CA,6578,Bauducco Mini Chocottone 24x80g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,2900,g,.02722482,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Mini Chocottone 24x80g,40003971,16.80,.0000217,.0000306,.000041,21.7,30.6,41,365,72,,9,8,- None -,Seasonal,Cakes,24,Retail - Seasonal,875754010007,Yes,Yes,Yes,0,5088,,,1060,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFVANSS-CA,7172,Bauducco Wafer Single Serve 10 Pack Vanilla 6x400g,Bauducco_Wafers,Do not Order,0,0,0,0,0,,62,62,62,62,62,62,0,,,,,- None -,,- None -,- None -,3089,g,.0155904,,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Single Serve 10 Pack Vanilla 6x400g,40004884,12.00,.000021,.0000256,.000029,21,25.6,29,420,84,,7,12,- None -,Pantry,Cookies,6,Retail,20875754000651,Yes,Yes,No,0,0,,,80,,
- None -,3.5,BAUPOS90000508-EA,7251,Bauducco Pallet Wrap Roll,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,8,8,8,8,8,8,0,,,,,- None -,,- None -,- None -,,- None -,,8,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Wrap Roll,90000508,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAUPOS90000500-OT,7250,Bauducco Oversized Santa,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,,- None -,,7,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Oversized Santa,90000500,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,0,,,,1,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUBISCH80-CA,7255,Bauducco Cookies Choco Biscuit Tray 18x80g,Bauducco_Cookies,Do not Order,0,0,0,0,0,,135,135,135,135,135,135,0,,,,,- None -,,- None -,- None -,1791,g,.00918372,,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Choco Biscuit Tray 18x80g,40002957,.962,.0000195,.0000203,.0000232,19.5,20.3,23.2,420,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754007110,Yes,No,No,0,0,,,1,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFHAZSS-CA,7175,Bauducco Wafer Single Serve 10 Pack Hazelnut 6x400g,Bauducco_Wafers,Do not Order,0,0,0,0,0,,83,83,83,83,83,83,0,,,,,- None -,,- None -,- None -,3089,g,.0155904,,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Single Serve 10 Pack Hazelnut 6x400g,40004887,12.00,.000021,.0000256,.000029,21,25.6,29,420,84,,7,12,- None -,Pantry,Cookies,6,Retail,20875754003454,Yes,Yes,No,0,0,,,80,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFROLVA-CA,7123,Bauducco Wafer Rolls Vanilla TIN 12x400g,Bauducco_Wafers,Do not Order,0,0,0,0,0,,217,217,217,217,217,217,0,,,,,- None -,,- None -,- None -,6518.122,g,.020112,217,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Rolls Vanilla 12x400g,40004780,33.00,.000015,.0000419,.000032,15,41.9,32,420,88,,11,8,- None -,Pantry,Cookies,12,Retail,10875754001705,Yes,Yes,No,0,0,,,40,,
- None -,3.5,XMASAU01B-CA,6573,Gioia Panettone Traditional 12x750g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,10200,g,.1056,,Admin Portal,Gioia,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Gioia Panettone Traditional 12x750g,40004099,43.20,.00006,.000022,.00008,60,22,80,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail,10779921110019,Yes,Yes,Yes,0,3708,,,1980,,
- None -,3.5,BAUWAFHAZ142-CA,6895,Bauducco Wafers Hazelnut 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,1879,1879,1879,1879,1879,1879,0,,,,,- None -,2100,- None -,- None -,3492,g,.010123344,1693,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Hazelnut 18x142g,40003982,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010110,Yes,Yes,Yes,0,538,186,,1690,,
- None -,3.5,BAKGIOIA09A-CA,6915,Gioia Cookies Lemon Cream Fill 14x150g,Biscottificio,Active,0,0,0,0,0,,227,227,227,227,227,227,0,144,144,4/8/2026,,- None -,144,- None -,- None -,2660,g,.01293732,224,Admin Portal,Gioia,"Crackers, Cookies, Snacks",12054,BISCOTTIFICIO VERONA Biscottificio Verona Srl A Socio Unico,Livorno,Gioia Cookies Lemon Cream Fill 14x150g,071153670,11.48,.0000165,.0000264,.0000297,16.5,26.4,29.7,365,160,144,10,16,- None -,Pantry,Cookies,14,Retail,10779921083269,Yes,Yes,No,0,0,3,,144,,
- None -,4,BAKGIOIA08A-CA,6914,Gioia Cookies Hazelnut Cream Fill 14x150g,Biscottificio,Active,0,0,0,0,0,,195,195,195,195,195,195,0,144,144,4/8/2026,,- None -,144,- None -,- None -,2660,g,.01293732,193,Admin Portal,Gioia,"Crackers, Cookies, Snacks",12054,BISCOTTIFICIO VERONA Biscottificio Verona Srl A Socio Unico,Livorno,Gioia Cookies Hazelnut Cream Fill 14x150g,071151670,11.48,.0000165,.0000264,.0000297,16.5,26.4,29.7,365,160,144,10,16,- None -,Pantry,Cookies,14,Retail,10779921083245,Yes,Yes,No,0,0,2,,144,,
