Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,XMAS53A-CA,4073,Gioia Pandoro Lemon Cream Filled 8x750g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,6200,g,.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Lemon Cream Filled 8x750g,197992430241,31.20,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,20779921120206,Yes,Yes,Yes,- None -,0,638,,,91,620,,
- None -,3.5,XMASAU02-CA,4072,Gioia Pandoro Classic 8x800g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,7000,g,.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Classic 8x800g,194993510718,30.40,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,10779921120001,Yes,Yes,Yes,- None -,0,1960,,,101,1200,,
- None -,3.5,XMAS52A-CA,4071,Gioia Pandoro Chocolate Cream Fill 8x750g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,6200,g,.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Chocolate Cream Fill 8x750g,192992530241,31.20,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,20779921120107,Yes,Yes,Yes,- None -,0,689,,,87,630,,
- None -,3.5,BAKMA31A-CA,3478,Gioia Croissants Cream 8x270g,Balconi,Active,0,0,0,0,0,,,365,365,365,365,365,365,0,1057,1057,5/6/2026,,- None -,1057,- None -,- None -,3080,g,.0304878,349,Admin Portal,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Cream 8x270g,121407302599,9.84,.000034,.0000366,.0000245,34,36.6,24.5,243,96,,8,12,- None -,Bakery,Packaged Sweets,8,Retail,10779921108207,Yes,Yes,Yes,- None -,0,3646,16,,,1100,,
- None -,3.5,BAKMA29A-CA,3476,Gioia Croissants Chocolate 8x270g,Balconi,Active,0,0,0,0,0,,,562,562,562,562,562,562,0,1132,1132,5/6/2026,,- None -,1132,- None -,- None -,3010,g,.03248336,536,Admin Portal,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Chocolate 8x270g,121408302599,9.84,.0000322,.0000388,.000026,32.2,38.8,26,243,96,,8,12,- None -,Bakery,Packaged Sweets,8,Retail,10779921108108,Yes,Yes,Yes,- None -,0,7998,26,,,1100,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAKMB182641-CA,3611,Mulino Bianco Pavesini Plain 12x200g,Mulino Bianco,Do not Order,0,0,0,0,0,,,17,17,17,17,17,17,0,,,,,- None -,,- None -,- None -,3120,g,.025361875,,Admin Portal,Mulino Bianco,"Crackers, Cookies, Snacks",547,BARILLA Barilla G. E. R. Fratelli Spa,Genova,Mulino Bianco Pavesini Plain 12x200g,1000016713,16.11,.0000175,.0000341,.0000425,17.5,34.1,42.5,365,56,48,7,8,- None -,Pantry,Cookies,12,Retail,08013355021011,Yes,No,No,- None -,0,4286,17,,,380,,
- None -,3.5,BAUPOS90000499-OT,7248,Bauducco Tree Topper,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,15,15,15,15,15,15,0,,,,,- None -,,- None -,- None -,,- None -,,15,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Tree Topper,90000499,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,XMASMAS01-CA,6904,Massimo Pandoro Classic 12x500g (Box),Bauducco_ XMAS Massimo,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Pandoro Classic 12x500g (Box),40004532,36.00,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10779921120018,Yes,Yes,Yes,- None -,0,1720,,,362,610,,
- None -,3.5,BAUPOS20002780-OT,7258,Bauducco Inflatable Santa,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,,- None -,,7,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Inflatable Santa,20002780,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,2,1,,
- None -,3.5,BAUPOS90000508-OT,7246,Bauducco Pallet Wrap Roll (Pack of 2),Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,3,3,3,3,3,3,0,,,,,- None -,,- None -,- None -,,- None -,,3,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Wrap Roll (Pack of 2),90000508,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,2,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,XMASBAU04B-CA,6577,Bauducco Mini Panettone 24x80g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,2900,g,.02722482,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Mini Panettone 24x80g,40003970,16.80,.0000217,.0000306,.000041,21.7,30.6,41,365,72,,9,8,- None -,Seasonal,Cakes,24,Retail - Seasonal,10875754009995,Yes,Yes,Yes,- None -,0,5495,,,307,1280,,
- None -,3.5,XMASMAS01B-CA,6903,Massimo Panettone Traditional 12x750g (Cello),Bauducco_ XMAS Massimo,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Panettone Traditional 12x750g (Cello),40004672,30.00,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10779921110026,Yes,Yes,Yes,- None -,0,2153,,,313,1020,,
- None -,3.5,BAUPOS20006251-OT,7257,Bauducco Biscuits Displayer (Floor),Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,20,20,20,20,20,20,0,,,,,- None -,,- None -,- None -,,- None -,,20,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Biscuits Displayer (Floor),20006251,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,No,No,- None -,0,,,,,1,,
- None -,3.5,BAUWAFVAN142-CA,6892,Bauducco Wafers Vanilla 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,,792,792,792,792,792,792,0,1738,1738,4/5/2026,,- None -,1738,- None -,- None -,3492,g,.010123344,676,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Vanilla 18x142g,40003980,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010097,Yes,Yes,Yes,- None -,0,551,116,,,1270,,
- None -,3.5,BAUPOS90000361-OT,7247,Bauducco Pallet Cover,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,22,22,22,22,22,22,0,,,,,- None -,,- None -,- None -,,- None -,,22,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Cover,90000361,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,BAUPOS90000500-OT,7250,Bauducco Oversized Santa,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,,- None -,,7,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Oversized Santa,90000500,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,2,1,,
- None -,3.5,BAUWAFCHO142-CA,6891,Bauducco Wafers Chocolate 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,,1203,1203,1203,1203,1203,1203,0,2124,2124,4/5/2026,,- None -,2124,- None -,- None -,3492,g,.010123344,1175,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Chocolate 18x142g,40003979,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010080,Yes,Yes,Yes,- None -,0,567,28,,,1800,,
- None -,3.5,XMASMTV01-CA,7033,Monteverde Panettone CELLO 12x750g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Monteverde,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Monteverde Panettone CELLO 12x750g,40004941,28.20,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10779921110033,Yes,Yes,No,- None -,0,,,,,2900,,
- None -,3.5,XMASBAU02B-CA,6575,Bauducco Chocottone 12x680g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Chocottone 12x680g,40004060,46.80,.000039,.0000394,.000059,39,39.4,59,365,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10875754010325,Yes,Yes,Yes,- None -,0,6428,,,367,700,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFROLVA-CA,7123,Bauducco Wafer Rolls Vanilla TIN 12x400g,Bauducco_Wafers,Do not Order,0,0,0,0,0,,,179,179,179,179,179,179,0,,,,,- None -,,- None -,- None -,6518.122,g,.020112,179,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Rolls Vanilla 12x400g,40004780,33.00,.000015,.0000419,.000032,15,41.9,32,420,88,,11,8,- None -,Pantry,Cookies,12,Retail,10875754001705,Yes,Yes,No,- None -,0,0,,,,40,,
- None -,3.5,XMASBAU09B-CA,6578,Bauducco Mini Chocottone 24x80g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,2900,g,.02722482,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Mini Chocottone 24x80g,40003971,16.80,.0000217,.0000306,.000041,21.7,30.6,41,365,72,,9,8,- None -,Seasonal,Cakes,24,Retail - Seasonal,875754010007,Yes,Yes,Yes,- None -,0,5088,,,403,1060,,
- None -,3.5,BAUWAFSTR142-CA,6893,Bauducco Wafers Strawberry 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,,1072,1072,1072,1072,1072,1072,0,620,620,4/5/2026,,- None -,620,- None -,- None -,3492,g,.010123344,1065,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Strawberry 18x142g,40003981,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010103,Yes,Yes,Yes,- None -,0,448,7,,,1490,,
- None -,3.5,BAUPOS90000506-OT,7245,Bauducco Displayer Train,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,,- None -,,7,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Displayer Train,90000506,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,BAUPOS90000424-OT,7259,Bauducco Santa Socks,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,400,400,400,400,400,400,0,,,,,- None -,,- None -,- None -,,- None -,,400,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Santa Socks,90000424,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,XMASBAU03AB-CA,7034,Bauducco Hazelnut Cream Panettone Box 12x454g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,.0906594,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Hazelnut Cream Panettone Box 12x454g ,40004920,46.80,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10875754000760,Yes,Yes,No,- None -,0,,,,131,1200,,
- None -,3.5,BAUPOS90000502-OT,7249,Bauducco Chocottone Topper,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,2,2,2,2,2,2,0,,,,,- None -,,- None -,- None -,,- None -,,2,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Chocottone Topper,90000502,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,BAUWAFHAZ142-CA,6895,Bauducco Wafers Hazelnut 18x142g,Bauducco_Wafers,Active,0,0,0,0,0,,,812,812,812,812,812,812,0,2138,2138,4/5/2026,,- None -,2138,- None -,- None -,3492,g,.010123344,776,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Hazelnut 18x142g,40003982,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,10875754010110,Yes,Yes,Yes,- None -,0,538,36,,,1690,,
- None -,3.5,XMASAU01B-CA,6573,Gioia Panettone Traditional 12x750g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,10200,g,.1056,,Admin Portal,Gioia,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Gioia Panettone Traditional 12x750g,40004099,43.20,.00006,.000022,.00008,60,22,80,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail,10779921110019,Yes,Yes,Yes,- None -,0,3708,,,200,1980,,
- None -,3.5,XMASBAU01B-CA,6574,Bauducco Panettone Traditional 12x680g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,25,,,,- None -,25,- None -,- None -,9850,g,.0906594,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Panettone Traditional 12x680g,40004059,43.20,.000039,.0000394,.000059,39,39.4,59,365,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,10875754010301,Yes,Yes,Yes,- None -,0,5280,,,253,710,,
- None -,3.5,BAUPOS90000508-EA,7251,Bauducco Pallet Wrap Roll,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,8,8,8,8,8,8,0,,,,,- None -,,- None -,- None -,,- None -,,8,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Wrap Roll,90000508,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,BAUPOS90000355-OT,7252,Bauducco Displayer Mini Tower,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,,- None -,,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Displayer Mini Tower,90000355,.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,Yes,No,- None -,0,,,,2,1,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFROLCH-CA,7122,Bauducco Wafer Rolls Chocolate Hazelnut TIN 12x400g,Bauducco_Wafers,Do not Order,0,0,0,0,0,,,137,137,137,137,137,137,0,,,,,- None -,,- None -,- None -,6518.122,g,.020112,137,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Rolls Chocolate Hazelnut 12x400g,40004518,33.00,.000015,.0000419,.000032,15,41.9,32,420,88,,11,8,- None -,Pantry,Cookies,12,Retail,10875754000715,Yes,Yes,No,- None -,0,0,,,,40,,
- None -,3.5,BAKGIOIA09A-CA,6915,Gioia Cookies Lemon Cream Fill 14x150g,Biscottificio,Active,0,0,0,0,0,,,269,269,269,269,269,269,0,,,,,- None -,,- None -,- None -,2660,g,.01293732,267,Admin Portal,Gioia,"Crackers, Cookies, Snacks",12054,BISCOTTIFICIO VERONA Biscottificio Verona Srl A Socio Unico,Livorno,Gioia Cookies Lemon Cream Fill 14x150g,071153670,11.76,.0000165,.0000264,.0000297,16.5,26.4,29.7,365,160,144,10,16,- None -,Pantry,Cookies,14,Retail,10779921083269,Yes,Yes,No,- None -,0,0,2,,,144,,
- None -,4,BAKGIOIA08A-CA,6914,Gioia Cookies Hazelnut Cream Fill 14x150g,Biscottificio,Active,0,0,0,0,0,,,238,238,238,238,238,238,0,,,,,- None -,144,- None -,- None -,2660,g,.01293732,236,Admin Portal,Gioia,"Crackers, Cookies, Snacks",12054,BISCOTTIFICIO VERONA Biscottificio Verona Srl A Socio Unico,Livorno,Gioia Cookies Hazelnut Cream Fill 14x150g,071151670,11.76,.0000165,.0000264,.0000297,16.5,26.4,29.7,365,160,144,10,16,- None -,Pantry,Cookies,14,Retail,10779921083245,Yes,Yes,No,- None -,0,0,2,,,144,,
- None -,3.5,BAKGIOIA10-CA,5472,Gioia Savoiardi 15x400g,Bonomi,Active,0,0,0,0,0,,,931,931,931,931,931,931,0,7032,997,4/18/2026,,- None -,20031,- None -,- None -,6700,g,.048634425,817,Admin Portal,Gioia,"Crackers, Cookies, Snacks",10103,BONOMI Forno Bonomi Dal 1850,Livorno,Gioia Savoiardi 15x400g,P263V14,17.775,.0000365,.0000567,.0000235,36.5,56.7,23.5,365,45,,5,9,- None -,Pantry,Cookies,15,Retail,10779921105008,Yes,Yes,Yes,- None -,0,42997,114,,,1500,,
- None -,3.5,BAKGIOIA12-CA,3492,Gioia Sfogliatine 12x200g,Bonomi,Active,0,0,0,0,0,,,1394,1394,1394,1394,1394,1394,0,,,,,- None -,700,- None -,- None -,3030,g,.02160966,1388,Admin Portal,Gioia,"Crackers, Cookies, Snacks",10103,BONOMI Forno Bonomi Dal 1850,Livorno,Gioia Sfogliatine 12x200g,132,7.56,.0000237,.0000235,.0000388,23.7,23.5,38.8,365,84,,7,12,- None -,Pantry,Cookies,12,Retail,10779921100966,Yes,Yes,Yes,- None -,0,4569,6,,,900,,
- None -,3.5,SAPO06-CA,1810,Pomi Polpa Di Pomodoro 1x10Kg,Casalasco_Tomato Sauce,Active,0,0,0,0,0,,,270,270,270,270,270,270,0,200,,,,- None -,200,- None -,- None -,10300,g,.012464,270,Admin Portal,Pomi,Canned and Jarred,585,BOSCHI Consorzio Casalasco Del Pomodoro,Genova,- None -,30620107,10.10,.0000328,.00002,.000019,32.8,20,19,730,125,56,5,25,- None -,Food Service,Pasta and Pasta Sauce,,Retail,8032793340362,Yes,Yes,No,- None -,0,1845,,,,100,,
- None -,3.5,SAPO04-CA,3641,Pomi Passata Strained Tomatoes 12x750ml (Tetra),Casalasco_Tomato Sauce,Active,0,0,0,0,0,,,197,197,197,197,197,197,0,315,210,5/6/2026,,- None -,315,- None -,- None -,9510,g,.0106624,196,Admin Portal,Pomi,Canned and Jarred,585,BOSCHI Consorzio Casalasco Del Pomodoro,Genova,Pomi Passata Strained Tomatoes 12x750ml (Tetra),30310003,11.94,.0000136,.00004,.0000196,13.6,40,19.6,730,105,,7,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,30846558000151,Yes,Yes,No,- None -,0,1356,1,,,105,,
- None -,3.5,TOMDRUM,6425,Polpa Tomatoes Drum 1x215Kg,Casalasco_Tomatos,Active,0,0,0,0,0,,,136,136,136,136,136,136,0,192,112,4/23/2026,,- None -,580,- None -,- None -,231125,g,.322370755,100,Admin Portal,Molisana Imports,Canned and Jarred,585,BOSCHI Consorzio Casalasco Del Pomodoro,Genova,Polpa Tomatoes Drum 1x215Kg,23003600,157.47,.0000955,.0000581,.0000581,95.5,58.1,58.1,730,4,,1,4,- None -,Food Service,Pasta and Pasta Sauce,1,Special Order,23003600,Yes,Yes,No,- None -,0,572,,,,180,,
- None -,3.5,SARM425-PZA-CA,7032,R.M. Pizza Sauce 12x380ml,Casalasco_Tomato Sauce,Active,0,0,0,0,0,,,3812,3812,3812,3812,3812,3812,0,,,,,- None -,,- None -,- None -,5500,g,.00773333,3810,Admin Portal,Regina Molisana,Canned and Jarred,585,BOSCHI Consorzio Casalasco Del Pomodoro,Genova,R.M. Pizza Sauce 12x425ml,49304200,9.12,.000011,.0000229,.0000307,11,22.9,30.7,1095,221,,13,17,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,10779921801023,Yes,Yes,Yes,- None -,0,0,2,,,4166,,
- None -,3.5,SARM500T-12PK-CA,7187,R.M. Passata 12x500ml (Tetra),Casalasco,Active,0,0,0,0,0,,,141,141,141,141,141,141,0,1029,1029,5/20/2026,,- None -,7892,- None -,- None -,4380,g,.00580608,,Admin Portal,Regina Molisana,Canned and Jarred,585,BOSCHI Consorzio Casalasco Del Pomodoro,Genova,R.M. Passata 12x500ml (Tetra),49070500,6.30,.0000112,.000018,.0000288,11.2,18,28.8,730,147,,7,21,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,10779921800781,Yes,Yes,No,- None -,0,,,,,8333,,
- None -,3.5,SRMPASTE-CA,6252,R.M. Tomato Paste 12x140g,Casalasco_Tomato Paste,Active,0,0,0,0,0,400,400,1185.5,1185.5,1185.5,1185.5,1185.5,1185.5,0,3373,2800,4/30/2026,,- None -,13789,- None -,- None -,2140,g,.0060258,1178.5,Admin Portal,Regina Molisana,Canned and Jarred,585,BOSCHI Consorzio Casalasco Del Pomodoro,Genova,R.M. Tomato Paste 12x140g,49320800,8.34,.000022,.000011,.0000249,22,11,24.9,730,300,,15,20,- None -,Pantry,Tomatoes and Paste,12,Retail,10779921800910,Yes,Yes,Yes,- None -,0,9222.5,7,400,,4166,,
DEVIATION LABELING AND REPACKING,3.5,PACM013A-CA,3893,Vita Sana Pasta Fregola Sarda 12x500g,Cagliaritani,Active,0,0,0,0,0,,,508,508,508,508,508,508,0,,,,,- None -,384,- None -,- None -,6480,g,.01702935,379,Admin Portal,Vita Sana,Pasta,957,CAGLIARITANI Cagliaritani Qui Sardegna Srl,Salerno,Vita Sana Pasta Fregola Sarda 12x500g,VS043,13.92,.0000213,.0000205,.000039,21.3,20.5,39,851,84,,7,12,- None -,Pantry,Artisanal Specialty Cuts,12,Retail,10779921016014,Yes,Yes,Yes,- None -,0,673,129,,,384,,
- None -,3.5,COFCAM159SLIM-CA,6871,Camardo Slim Decaf Moka and Drip 12x250g (Can),Camardo,Active,0,0,0,0,0,,,171,171,171,171,171,171,0,,,,,- None -,,- None -,- None -,4760,g,.01823256,170,Admin Portal,Camardo,Coffee,604,CAMARDO Camardo Spa,Salerno,Camardo Slim Decaf Moka and Drip 12x250g (Can),159SLIM,61.20,.000018,.0000367,.0000276,18,36.7,27.6,730,121,,11,11,- None -,Drinks,Ground Coffee,12,Retail,18003755091599,Yes,Yes,No,- None -,0,15,1,,,60,,
- None -,3.5,COFCAM303SLIM-CA,6872,Camardo Slim Biologico Moka and Drip 12x250g (Can),Camardo,Do not Order,0,0,0,0,0,,,13,13,13,13,13,13,0,,,,,- None -,,- None -,- None -,4730,g,.018991008,13,Admin Portal,Camardo,Coffee,604,CAMARDO Camardo Spa,Salerno,Camardo Slim Biologico Moka and Drip 12x250g (Can),303,70.80,.0000188,.0000276,.0000366,18.8,27.6,36.6,730,121,,11,11,- None -,Drinks,Ground Coffee,12,Retail,18003755003035,Yes,No,No,- None -,0,2,,,,10,,
- None -,3.5,COFCAM237-CA,6866,Camardo Espresso Crema 6x1Kg,Camardo,Active,0,0,0,0,0,,,2,2,2,2,2,2,0,,,,,- None -,,- None -,- None -,6480,g,.02001792,2,Admin Portal,Camardo,Coffee,604,CAMARDO Camardo Spa,Salerno,Camardo Espresso Crema 6x1Kg,237,75.00,.0000192,.000026,.0000401,19.2,26,40.1,730,100,,2,50,- None -,Drinks,Whole Beans,6,Special Order,68003755000374,Yes,Yes,No,- None -,0,20,,,,20,,
- None -,3.5,COFCAM188P25-CA,6865,Camardo Nespresso Classic 150x5g Pods (6x25Pack),Camardo,Active,0,0,0,0,0,,,13,13,13,13,13,13,0,,,,,- None -,,- None -,- None -,1610,g,.010368,13,Admin Portal,Camardo,Coffee,604,CAMARDO Camardo Spa,Salerno,Camardo Nespresso Classic 150x5g Pods (6x25Pack),188P25,33.00,.000012,.000036,.000024,12,36,24,730,100,,2,50,- None -,Drinks,Coffee Pods,6,Retail,68003755051888,Yes,Yes,No,- None -,0,6,,,,20,,
