Item Name,Item ID,Display Name,Product Status,Core Item Category,Units,Size,Case UPC Code,Pallet Qty,LCL Listed,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Available to Promise,Maximum of Committed,Sum of On Hold,Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),Inspection,Label,Deviation,On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average,Maximum of Shelf Life in Days
BACI104151587-CA,7385,Baci Perugina Large Shopping Bags 200Pcs,Active-Marketing,43. Display,200,14000 g,- None -,,No,Baci_Displayer,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BACI104331486-CA,7014,Baci Perugina Quick Display 1x,Active-Displayer,43. Display,1,1200 g,- None -,100,No,Baci_Displayer,- None -,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BACI104936513-CA,7025,Baci Perugina Displayer Header with Base (part 1 of 2),Active-Displayer,43. Display,1,1200 g,- None -,100,No,Baci_Displayer,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BACI104936519-CA,7023,Baci Perugina Displayer Buckets (part 2 of 2),Active-Displayer,43. Display,1,1200 g,- None -,100,No,Baci_Displayer,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BACI105510170-CA,7384,Baci 3 Cylinder Countertop Displayer 1x,Active-Displayer,43. Display,1,1800 g,- None -,,No,Baci_Displayer,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BACI12362632-CA,6986,Perugina Bar Dark 70% 12x86g,Label,34. Confectionary,12,1200 g,839456004627,100,No,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,132,,132,- None -,132,9/29/2026,13,.43,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12363320-CA,6985,Perugina Bar Dark 51% 12x86g,Label,34. Confectionary,12,1200 g,839456004603,100,No,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12405295-CA,6953,Baci Bag Original Dark 12x125g,Active,34. Confectionary,12,1800 g,839456005686,60,Yes,Baci_Chocolate,- None -,- None -,- None -,- None -,210,,,,,2201,,3901,- None -,900,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12439386-CA,6956,Baci Bulk Original Dark 3x1Kg,Label,34. Confectionary,3,3300 g,8000300388916,108,No,Baci_Chocolate,- None -,- None -,- None -,- None -,72,,,,,61,,61,- None -,60,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12439528-CA,6983,Baci Tube 3Pcs Original Dark 14x37.5g,Active,34. Confectionary,14,730 g,839456005501,288,No,Baci_Chocolate,- None -,- None -,- None -,- None -,109,,,,,1249,,1249,- None -,445,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12439598-CA,6959,Baci Bag Milk 12x125g,Do not Order,34. Confectionary,12,1800 g,839456005662,60,Yes,Baci_Chocolate,- None -,- None -,- None -,- None -,409,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12439610-CA,6960,Baci Box 12Pcs Milk 6x150g,Active,34. Confectionary,6,1100 g,839456005440,72,Yes,Baci_Chocolate,- None -,- None -,- None -,- None -,410,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12439675-CA,6961,Baci Box 12Pcs Original Dark 6x150g,Active,34. Confectionary,6,1100 g,839456005464,72,Yes,Baci_Chocolate,- None -,- None -,- None -,- None -,1161,,,,,2791,,2791,- None -,1200,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12497895-CA,6994,Baci Box 28Pcs Original Dark 6x350g,Label,34. Confectionary,6,3400 g,839456005402,44,No,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,5544,,5545,- None -,224,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12497895-PA,7202,Baci Box 28Pcs Original Dark 264 (6x350g) DISPLAY PALLET,Label,34. Confectionary,224,922.6 kg,- None -,44,No,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12531682-CA,6965,Baci Bag Easter Mini Eggs Milk 20x150g,Label,39. Seasonal Easter,20,3300 g,- None -,45,No,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12531685-CA,6966,Baci Bag Easter Mini Eggs Original Dark 20x150g,Label,39. Seasonal Easter,20,3300 g,- None -,45,No,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,3,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12531696-CA,6967,Baci Bag Easter Mini Eggs Assorted 20x150g,Label,39. Seasonal Easter,20,3300 g,- None -,45,No,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12532528-CA,6968,Perugina Egg Easter Dark 12x245g,Label,39. Seasonal Easter,12,3300 g,- None -,8,No,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12532557-CA,6969,Perugina Egg Easter Milk 12x245g,Label,39. Seasonal Easter,12,3300 g,- None -,8,No,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12533587-CA,6970,Baci Egg Easter Milk 12x265g,Label,39. Seasonal Easter,12,3300 g,- None -,8,Yes,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12533665-CA,6971,Baci Egg Easter Original Dark 12x265g,Label,39. Seasonal Easter,12,3300 g,- None -,8,Yes,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12534834-CA,6972,Baci Egg Easter Hazelnut 6x255g,Label,39. Seasonal Easter,6,1800 g,- None -,16,Yes,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12560167-CA,6977,Baci BAG Coffee 12x125g,Label,34. Confectionary,12,1800 g,8000300421361,60,Yes,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12565331-CA,6974,Baci Box Heart Original Dark 20x100g,Label,41. Seasonal Valentine,20,2200 g,8000300394382,20,No,Baci_Valentine Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12597082-CA,7048,Baci Box Assorted Sparkling - Silver -  20Pcs  10x250g,Label,40. Seasonal Christmas,10,2350 g,- None -,35,No,Baci_XMAS Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI12613345-CA,7052,Baci Box Caramelized Almonds Bijou 12Pcs 10x150g,Do not Order,40. Seasonal Christmas,10,2350 g,- None -,100,No,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACI14506252-CA,7379,Baci Box 12Pcs Milk (Red Wrap) 6x150g,Active,34. Confectionary,6,1100 g,839456009059,72,No,Baci_Chocolate,- None -,- None -,- None -,- None -,165,,,,,2617,,2617,- None -,700,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI14507077-CA,7047,Baci Box Assorted Sparkling - Gold -  20Pcs 10x250g,Label,40. Seasonal Christmas,10,2350 g,80003000432978,35,No,Baci_XMAS Chocolate,- None -,- None -,- None -,- None -,,,,,,306,,306,- None -,306,9/29/2026,13,.43,0,,,,- None -,- None -,0,0,0,0,0,364
BACI14507102-CA,7378,Baci Bag Milk (Red Wrap) 12x125g,Active,34. Confectionary,12,1800 g,839456009011,60,Yes,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,907,,2807,- None -,200,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI14507207-CA,7329,Baci BIJOU Caramelized Almonds Box 12Pcs 10x175g,Active-XMAS,40. Seasonal Christmas,10,2350 g,8000300444735,100,No,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,410,,410,- None -,410,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI14507676-CA,7049,Baci Box Original Sparkling - Blue -  20Pcs  10x250g,Label,40. Seasonal Christmas,10,2350 g,8000300410617,35,No,Baci_XMAS Chocolate,- None -,- None -,- None -,- None -,,,,,,100,,100,- None -,50,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,364
BACI14508708-CA,7328,Baci RED Assorted Sparkling Box - 20Pcs  10x250g,Label,40. Seasonal Christmas,10,2350 g,839456009073,35,No,Baci_XMAS Chocolate,- None -,- None -,- None -,- None -,,,,,,702,,1600,- None -,702,9/29/2026,13,.43,0,,,,- None -,- None -,0,0,0,0,0,364
BACI14510037-CA,7348,Perugina Baci Advent Calendar Ramb 10x245g,Active - Not Sellable,40. Seasonal Christmas,10,2784 g,8000300441871,16,No,Baci_XMAS Chocolate,- None -,- None -,- None -,- None -,,,,,,253,,253,- None -,100,8/26/2026,-21,-.7,0,,,,- None -,- None -,0,0,0,0,0,273
BACI14517233-CA,7364,Baci Box Heart Milk (Cremoso) 15x100g,In Progress,41. Seasonal Valentine,15,1500 g,8000300446814,20,No,Baci_Valentine Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BACI14520897-CA,7362,Perugina Egg Easter Stracciatella 12x245g,In Progress,39. Seasonal Easter,12,2940 g,8000300446319,8,No,Baci_Easter Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
BACIDAMI150-PA,7316,Baci Combo Displayer Dark Box (20x6x150g) and Milk Box (20x6x150g) (half pallet),Active-Displayer,43. Display,40, ,- None -,,No,Baci_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BAKGIOIA-EDSP-OT,7322,Gioia Displayer (Empty) x 1,Active-Marketing,43. Display,1, ,- None -,,No,SupplyOne,- None -,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAKGIOIA03-CA,3487,Gioia Petite Beurre 12x500g,Active,25. Biscuits & Wafers,12,6800 g,779921100709,56,Yes,Crich,- None -,- None -,- None -,- None -,86,,,,,920,,920,- None -,920,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,486
BAKGIOIA08A-CA,6914,Gioia Cookies Hazelnut Cream Fill 14x150g,Active,25. Biscuits & Wafers,14,2660 g,- None -,160,No,Biscottificio,- None -,- None -,- None -,- None -,5,,20,,,,,288,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BAKGIOIA09A-CA,6915,Gioia Cookies Lemon Cream Fill 14x150g,Active,25. Biscuits & Wafers,14,2660 g,- None -,160,No,Biscottificio,- None -,- None -,- None -,- None -,46,,30,,,,,288,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BAKGIOIA10-CA,5472,Gioia Savoiardi 15x400g,Active,25. Biscuits & Wafers,15,6700 g,779921105001,45,Yes,Bonomi,- None -,- None -,- None -,- None -,1331,,,,,3665,,31100,- None -,1318,9/30/2026,14,.47,0,,,,- None -,- None -,0,0,0,0,0,365
BAKGIOIA12-CA,3492,Gioia Sfogliatine 12x200g,Active,25. Biscuits & Wafers,12,3030 g,779921100969,84,Yes,Bonomi,- None -,- None -,- None -,- None -,3,,,,,,,2595,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BAKGIOIA18-CA,3491,Gioia Safari Cookies 12x250g,Active,25. Biscuits & Wafers,12,2940 g,779921100716,70,Yes,Crich,- None -,- None -,- None -,- None -,5,,60,,,,,1800,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BAKGIOIA19-CA,7031,Gioia Mini Torta 12x390 g,Active,24. Bakery,12,4680 g,- None -,72,No,Freddi,- None -,- None -,- None -,- None -,7,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,270
BAKMA05-CA,3469,Gioia Cantuccini (Tozetti) Almond 12x200g,Active,25. Biscuits & Wafers,12,2830 g,779921082234,70,Yes,Panducale,- None -,- None -,- None -,- None -,12,,,,,,,600,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
BAKMA29A-CA,3476,Gioia Croissants Chocolate 8x270g,Active,24. Bakery,8,3010 g,779921108101,96,Yes,Balconi,- None -,- None -,- None -,- None -,17,,,,,2,,3602,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,243
BAKMA31A-CA,3478,Gioia Croissants Cream 8x270g,Active,24. Bakery,8,3080 g,779921108200,96,Yes,Balconi,- None -,- None -,- None -,- None -,87,,,,,2,,1652,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,243
BAKMA41-CA,3466,Gioia Amaretti Biscuits 12x200g,Active,25. Biscuits & Wafers,12,2860 g,779921082210,70,Yes,Panducale,- None -,- None -,- None -,- None -,24,,,,,,,600,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BAKMOV10001-CA,5117,Venchi Assorted Bag 12x200g,Active,34. Confectionary,12, ,779921089035,,No,Molisana Imports,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BAKPAN01-CA,3640,PC Cantucci Almond 12x250g,Active - PL,25. Biscuits & Wafers,12,4000 g,- None -,81,Yes,Panducale_PL PC,- None -,- None -,- None -,- None -,20,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,456
BAKV105168-CA,6831,Venchi Bulk Chocoviar Arancia 5kg,Do not Order,34. Confectionary,1,3700 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV105185-CA,6742,Venchi Bulk Chocoviar Crema Cacao 5x1kg,Do not Order,34. Confectionary,1,3700 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV105187-CA,2088,Venchi Bulk Chocaviar Pistachio 5x1kg,Do not Order,38. Food Service,,5500 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV107272-CA,6271,Venchi Gift Murrine Cremini Box 10x127g,Active-Venchi,34. Confectionary,10,3700 g,- None -,119,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV107294-CA,6760,Venchi Gift Murrine Maxi Book TIN 8x200g,Active-Venchi,34. Confectionary,8,3200 g,- None -,55,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV107295-CA,6918,Venchi Gift Murrine MINI Book TIN  16x115g,Active-Venchi,34. Confectionary,8,3200 g,- None -,120,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV107298-CA,6919,Venchi Gift Murrine SMALL Hamper Gift box 10x200g,Active-Venchi,34. Confectionary,10,3700 g,- None -,120,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV107300-CA,6588,Venchi Gift Murrine Bag 8x150g,Active-Venchi,34. Confectionary,8,3700 g,- None -,36,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV108309-CA,6413,Venchi Bulk Pearl Caramel & Hazelnut 5x1kg,Active - Not Sellable,34. Confectionary,1,3700 g,- None -,48,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV108311-CA,6295,Venchi Bulk Pearl Pistachio 5x1kg,Do not Order,34. Confectionary,1,3700 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV112443-CA,6832,Venchi Bulk Tiramisu 5kg,Do not Order,34. Confectionary,1,3700 g,- None -,90,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV114078-CA,6839,Venchi Spread Hazelnut 12x200g,Do not Order,34. Confectionary,15,4600 g,- None -,100,No,Venchi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116020-CA,5516,Venchi Bar Extra Dark Hazelnut 70% 24x100g,Active-Venchi,34. Confectionary,24,2901.84 g,- None -,140,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116022-CA,3799,Venchi Bar Milk Hazelnut 24x100g,Active-Venchi,34. Confectionary,24,2800 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116023-CA,3838,Venchi Bar White Chocolate Hazelnut w Salted Nuts 24x100g,Active-Venchi,34. Confectionary,24,2800 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116209-CA,3763,Venchi Bar Cremino 24x110g,Active-Venchi,34. Confectionary,24,3200 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116211-CA,3813,Venchi Bar Pistachio Cremino 24x110g,Active-Venchi,34. Confectionary,24,3200 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116350-CA,6938,Venchi Bar Milk Chocolate 24x78g,Active-Venchi,34. Confectionary,24,2328 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116354-CA,6940,Venchi Bar 75% Extra Dark Chocolate 24x78g,Active-Venchi,34. Confectionary,24,2328 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,4,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116639-CA,6765,Venchi Bar Tiramisu 24x110g,Active-Venchi,34. Confectionary,24,3200 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116651-CA,6767,Venchi Bar Snack Choconougatine 32x35g,Do not Order,34. Confectionary,32,3200 g,- None -,200,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116652-CA,6766,Venchi Bar Snack Chocobiscuit 32x35g,Do not Order,34. Confectionary,32,3200 g,- None -,200,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116682-CA,6936,Venchi Bulk Pistachio Ingot 5kg,Do not Order,34. Confectionary,1,5400 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116684-CA,6939,Venchi Bar 69% Dark Crunchy 24x78g,Active-Venchi,34. Confectionary,24,2121.6 lb,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,15,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116715-CA,6346,Venchi Bar Milk Gianduja w Hazelnuts 24x100g,Active-Venchi,34. Confectionary,24,3700 g,- None -,168,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV116716-CA,6764,Venchi Bar Dark Gianduja with Hazelnuts 24x100g,Active-Venchi,34. Confectionary,24,3200 g,- None -,100,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,20,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV122012-CA,3809,Venchi Cigar Orange Chocolate 15x100g,Inactive,34. Confectionary,15,1800 g,- None -,216,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV122083-CA,3828,Venchi Cigar Truffle Nougatine Chocolate 15x100g,Active-Venchi,34. Confectionary,15,1800 g,- None -,216,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,9,,9,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV122084-CA,3746,Venchi Cigar Aromatic Chocolate 15x100g,Active-Venchi,34. Confectionary,15,1800 g,- None -,216,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV122093-CA,6592,Venchi Cigar Pistachio Chocolate 15x100g,Active-Venchi,34. Confectionary,15,3700 g,- None -,216,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV126125-CA,2028,Venchi Bulk Gianduja 1x5Kg,Do not Order,34. Confectionary,,5400 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV126223-CA,2063,Venchi Bulk Cremino 1878 5x1Kg,Do not Order,34. Confectionary,,5400 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV126234-CA,2070,Venchi Bulk Cremino Pistachio 5x1Kg,Active-Venchi,34. Confectionary,,5400 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV126363-CA,6292,Venchi Bulk Pistachio Gianduiotti 5x1kg,Do not Order,34. Confectionary,1,3700 g,- None -,60,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV935826-OT,5726,Venchi Empty Plastic Blister 25Pcs,Do not Order,42. Packaging,, ,- None -,,No,Venchi - Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BAKV939150-OT,7105,Venchi Large Murrine Pouch (100 pieces),Do not Order,37. General Merchandise,100, ,- None -,100,No,Venchi_Chocolate,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAKV939151-OT,7106,Venchi Extra Large Murrine Pouch (100 pieces),Do not Order,37. General Merchandise,100, ,- None -,100,No,Venchi_Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
BAUPOS20002780-OT,7258,Bauducco Inflatable Santa,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS20006251-OT,7257,Bauducco Biscuits Displayer (Floor),Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000355-OT,7252,Bauducco Displayer Mini Tower,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000361-OT,7247,Bauducco Pallet Cover,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000424-OT,7259,Bauducco Santa Socks,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000442-OT,7358,Bauducco Dump Bin,Active-Marketing,43. Display,1, ,- None -,,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000499-OT,7248,Bauducco Tree Topper,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000500-OT,7250,Bauducco Oversized Santa,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000502-OT,7249,Bauducco Chocottone Topper,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000506-OT,7245,Bauducco Displayer Train,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000508-EA,7251,Bauducco Pallet Wrap Roll,Active-Marketing,43. Display,1, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
