Item Name,Item ID,Display Name,Product Status,Core Item Category,Units,Size,Case UPC Code,Pallet Qty,LCL Listed,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Available to Promise,Maximum of Committed,Sum of On Hold,Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),Inspection,Label,Deviation,On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average,Maximum of Shelf Life in Days
COFVER5486-CA,3854,Vergnano Cremoso Espresso 6x10 Capsules,Active,29. Coffee,6,960 g,- None -,216,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER5556-CA,3860,Vergnano Napoli Espresso 6x10 Capsules,Active,29. Coffee,6,950 g,764583005554,216,Yes,Vergnano,- None -,- None -,- None -,- None -,,,,,,216,,216,- None -,216,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,730
COLMKT001-OT,7353,Colavita Crowner Per Pallet (Soccer Special Edition),Active-Marketing,43. Display,, ,- None -,,No,Colavita_Special,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
DELROV049CD-CA,1192,Rovagnati Prosciutto Cotto Gran Biscotto Classic (Half Piece) RW,Active,35. Deli Meats & Dried Sausages,2,7662 g,- None -,32,Yes,Rovagnati,- None -,- None -,- None -,- None -,7,,,,,,,3300,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,300
DELROV194CD-CA,3719,Rovagnati SPECK Prosciutto RW,Active,35. Deli Meats & Dried Sausages,2,5326 g,- None -,48,No,Rovagnati,- None -,- None -,- None -,- None -,2,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,240
DELROV250CD-CA,3718,Rovagnati Sgrassatella RW,Active,35. Deli Meats & Dried Sausages,1,2760 g,- None -,90,Yes,Rovagnati,- None -,- None -,- None -,- None -,1,,,,,,,300,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,240
DELROVG33CD-CA,6001,Rovagnati Salame Napoli (Whole Piece) RW,Active,35. Deli Meats & Dried Sausages,,6364 g,- None -,25,No,Rovagnati,- None -,- None -,- None -,- None -,1,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,240
DELROVG37CD-CA,6000,Rovagnati Salame Milano (Half Piece) RW,Active,35. Deli Meats & Dried Sausages,,6110 g,- None -,48,No,Rovagnati,- None -,- None -,- None -,- None -,1,,,,,,,636,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,240
DELROVGL0CD-CA,3707,Rovagnati Porchetta Smaller Cuts RW,Active,35. Deli Meats & Dried Sausages,2,9702 g,- None -,21,Yes,Rovagnati,- None -,- None -,- None -,- None -,6,,,,,,,900,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,300
DELROVGS5CD-CA,3714,Rovagnati Prosciutto San Daniele 18 Months RW,Active,35. Deli Meats & Dried Sausages,1,7660 g,2000602,,No,Rovagnati,- None -,- None -,- None -,- None -,,,,,,,,150,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
DELROVGT1CD-CA,3712,Rovagnati Prosciutto Di Parma 18 Months RW,Active,35. Deli Meats & Dried Sausages,1,7494 g,- None -,30,No,Rovagnati,- None -,- None -,- None -,- None -,,,,,,,,370,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
DELROVGT4CD-CA,3713,Rovagnati Prosciutto Gran Milano 14 Months RW,Active,35. Deli Meats & Dried Sausages,1,7510 g,- None -,30,No,Rovagnati,- None -,- None -,- None -,- None -,,,,,,,,730,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,300
DELROVGV9CD-CA,1194,Rovagnati Prosciutto Cotto Gran Sapore (Half Piece) RW,Active,35. Deli Meats & Dried Sausages,2,6886 g,- None -,32,No,Rovagnati,- None -,- None -,- None -,- None -,,,,,,,,1600,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,300
DELROVU87CD-CA,3706,Rovagnati PISTACCHIO Gran Mortadella (Half Piece) RW,Active,35. Deli Meats & Dried Sausages,2,6538 g,- None -,40,No,Rovagnati,- None -,- None -,- None -,- None -,,,,,,,,300,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,300
DELROVU88CD-CA,6150,Rovagnati Gran Mortadella Massima (Half Piece) RW,Active,35. Deli Meats & Dried Sausages,2,6340 g,- None -,40,Yes,Rovagnati,- None -,- None -,- None -,- None -,2,,,,,,,2400,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,300
DELROVUO7CD-CA,6003,Rovagnati Salame Ventricina (Whole Piece) RW,Active,35. Deli Meats & Dried Sausages,,6000 g,- None -,75,No,Rovagnati,- None -,- None -,- None -,- None -,,,,,,,,450,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,240
DELROVUZ1CD-CA,7188,Longos Curato Prosciutto Cotto Gran Sapore (2Pc) Per/Kg,Active - PL,35. Deli Meats & Dried Sausages,2,6886 g,- None -,100,No,Rovagnati_PL Longos,- None -,- None -,- None -,- None -,4,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,300
DSPBACIBOW-OT,7227,Baci Bow Image Display (empty) 31.5x20 Inch PVC 10 Inch Extra Fold at 90 Degrees,Active-Displayer,43. Display,1, ,- None -,100,No,Baci_Displayer,- None -,- None -,- None -,- None -,2,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
DSPBACIEA-OT,7363,Baci Displayer Easter Eggs x1 (with product),Active-Displayer,43. Display,1, ,- None -,,No,Baci_Displayer,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
DSPBACINUTC-OT,7228,Baci Nutcracker Image (empty) 48x24 Inch Full Colour Coro With Cardboard Easel,Active,43. Display,1, ,- None -,100,No,Baci_XMAS Chocolate,- None -,- None -,- None -,- None -,5,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
DSPBACISLIM-EMPTY-OT,7354,Baci Slim Displayer (Empty)  x1,Part,43. Display,1, ,- None -,,No,SupplyOne,- None -,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
DSPBACISLIM-OT,7330,Baci Slim Displayer x1 (with product),Active-Displayer,43. Display,1, ,- None -,,No,Baci_Displayer,- None -,- None -,- None -,- None -,4,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
DSPGIOIASLIM-EMPTY-OT,7380,Gioia Slim Displayer SILVER (Empty) x1,Part,43. Display,1, ,- None -,,No,SupplyOne,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
FBGAN01-CA,3450,Farm Boy Hazelnut Spread 12x350g,Active - PL,32. Spreads,12,14980 g,- None -,96,No,Gandola_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,547
FBTRUF01-CA,3455,Farm Boy Truffle Flavoured Grapedseed Oil 12x100ml,Active - PL,19. Specialty Oils,12,3000 g,- None -,180,No,Le Ife_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
FBTRUF02-CA,3456,Farm Boy Truffle Flavoured Sea Salts 12x100ml,Active - PL,22. Truffle,12,4000 g,- None -,270,No,Le Ife_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,50,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,547
FER33-CA,4428,Ferrarelle Sparkling Water 24x330ml,Do not Order,31. Water,24,14420 g,8006290800117,84,No,Ferrarelle,- None -,- None -,- None -,- None -,7,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
FER33N-CA,4788,Ferrarelle Still Water 24x330ml,Do not Order,31. Water,24,14420 g,8006290805341,84,No,Ferrarelle,- None -,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
FER75-S-CA,4430,Ferrarelle Sparkling Water 12x750ml,Do not Order,31. Water,12,15120 g,8006290800605,75,No,Ferrarelle,- None -,- None -,- None -,- None -,,,,,,,,525,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
FER75N-CA,4789,Ferrarelle Still Water 12x750ml,Do not Order,31. Water,12,14770 g,8006290805334,75,No,Ferrarelle,- None -,- None -,- None -,- None -,,,,,,,,225,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
FILMGIOIASB-OT,7069,Gioia S Biscuits Film,Active-Packaging,37. General Merchandise,1,1 kg,- None -,100,No,Carta Stampa_Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
FPCOL15-CA,1156,Colavita Hazelnut Chopped Roasted 8x4.4lb,Active - PL,38. Food Service,8,16330 g,- None -,100,No,Colavita USA_Hazelnuts,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPCOL16-CA,1157,Colavita Hazelnut Whole Roasted 8x4.4lb,Active - PL,38. Food Service,8,16780 g,- None -,100,No,Colavita USA_Hazelnuts,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPFB001-CA,3454,Farm Boy Olives Green Cerignola 12x580ml,Active - PL,21. Marinades,12,9998 g,- None -,84,No,Iposea_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,112,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1080
FPIP254-CA,3649,R.M. Artichokes Grilled 12x580g,Active,21. Marinades,12,10260 g,- None -,110,No,Colavita Italy_Other,- None -,- None -,- None -,- None -,,,,,,,,240,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPIP256-CA,3694,R.M. Sundried Tomatoes 12x314ml,Active,21. Marinades,12,5680 g,779921321104,170,Yes,Iposea_Marinades,- None -,- None -,- None -,- None -,1,,,,,,,2224,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1080
FPIP258-CA,3650,R.M. Artichokes Stemmed 12x580ml,Do not Order,21. Marinades,12,9577 g,779921320602,98,No,Iposea_Marinades,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPIP259-CA,3682,R.M. Olives Green Cerignola 12x580ml,Active,21. Marinades,12,9010 g,779921320800,98,Yes,Iposea_Olives,- None -,- None -,- None -,- None -,,,,,,,,600,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1080
FPRM01-CA,3651,R.M. Baby Clams 6x270g,Active,23. Fish & Seafood,6,2920 g,- None -,252,Yes,Flott,- None -,- None -,- None -,- None -,20,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1460
FPRM120-CA,3646,R.M. Artichoke Hearts 12x6oz,Active,21. Marinades,12,4470 g,779921361056,238,Yes,El Raal,- None -,- None -,- None -,- None -,,,,,,,,1428,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1092
FPRM120-FB-CA,3440,Farm Boy Artichoke Hearts 12x340ml,Active - PL,21. Marinades,12,7528 g,- None -,162,No,El Raal_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,486,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
FPRM124-CA,3645,R.M. Artichoke Hearts 12x12oz,Active,21. Marinades,12,6540 g,779921361100,153,Yes,El Raal,- None -,- None -,- None -,- None -,3,,,,,,,1518,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1092
FPRM125-CA,3663,R.M. Fire Red Roasted Peppers 12x12oz,Active,21. Marinades,12,6390 g,- None -,153,Yes,El Raal,- None -,- None -,- None -,- None -,70,,,,,,,765,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1457
FPRM126-CA,3664,R.M. Fire Red Roasted Peppers 6x3Kg,Active,38. Food Service,6,17290 g,779921362206,63,Yes,El Raal,- None -,- None -,- None -,- None -,,,,,,,,124,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
FPRM149A-CA,5490,R.M. Capers 12x105ml,Active,21. Marinades,12,2560 g,779921362916,288,No,- None -,- None -,- None -,- None -,- None -,2,,,,,,,300,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1092
FPRM150A-CA,3684,R.M. Olives Infornate 12x500g,Active - Not Sellable,21. Marinades,12,6600 g,- None -,110,No,Salviani,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
FPVA022-CA,3656,R.M. Eggplant Hot In Oil 12x375ml,Active,21. Marinades,12,6980 g,779921310238,144,Yes,Livabec,- None -,- None -,- None -,- None -,17,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA023-CA,3659,R.M. Eggplant Mild In Oil 12x375ml,Active,21. Marinades,12,7050 g,779921320237,144,Yes,Livabec,- None -,- None -,- None -,- None -,37,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA024-CA,3658,R.M. Eggplant Hot In Oil 12x750ml,Active,21. Marinades,12,13110 g,779921310269,77,Yes,Livabec,- None -,- None -,- None -,- None -,,,,,,,,900,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA025-CA,3661,R.M. Eggplant Mild In Oil 12x750ml,Active,21. Marinades,12,13100 g,779921320268,77,Yes,Livabec,- None -,- None -,- None -,- None -,1,,,,,,,1100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA028-CA,3666,R.M. Hot Sliced Peppers 12x250ml,Active,21. Marinades,12,5030 g,779921325133,192,Yes,Livabec,- None -,- None -,- None -,- None -,15,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,728
FPVA030-CA,3676,R.M. Mushrooms Hot In Oil 12x250ml,Active,21. Marinades,12,5020 g,779921310016,192,Yes,Livabec,- None -,- None -,- None -,- None -,,,,,,,,1000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,728
FPVA031-CA,3679,R.M. Mushrooms Mild In Oil 12x250ml,Active,21. Marinades,12,5080 g,779921320015,192,Yes,Livabec,- None -,- None -,- None -,- None -,3,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,728
FPVA055-CA,3657,R.M. Eggplant Hot In Oil 2x4L,Active,38. Food Service,2,10260 g,- None -,84,No,Livabec,- None -,- None -,- None -,- None -,,,,,,,,168,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA056-CA,3660,R.M. Eggplant Mild In Oil 2x4L,Active,38. Food Service,2,10150 g,- None -,84,Yes,Livabec,- None -,- None -,- None -,- None -,,,34,,,,,252,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA057-CA,3677,R.M. Mushrooms Hot In Oil 2x4L,Do not Order,38. Food Service,2,10590 g,- None -,84,No,Livabec,- None -,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA058-CA,3678,R.M. Mushrooms Mild In Oil 2x4L,Do not Order,38. Food Service,2,10640 g,779921310054,84,No,Livabec,- None -,- None -,- None -,- None -,6,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA059-CA,3642,R.M. Antipasto (Giardiniera) Hot 12x375ml,Active,21. Marinades,12,7050 g,779921371000,144,Yes,Livabec,- None -,- None -,- None -,- None -,2,,,,,,,400,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA060-CA,3643,R.M. Antipasto (Giardiniera) Mild 12x375ml,Active,21. Marinades,12,7010 g,779921371024,144,Yes,Livabec,- None -,- None -,- None -,- None -,20,,,,,,,1100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA065A-CA,3674,R.M. Muffuletta Mild 12x500ml,Active,21. Marinades,12,9000 g,779921372014,102,Yes,Livabec,- None -,- None -,- None -,- None -,84,,,,,,,2500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA066A-CA,3672,R.M. Muffuletta Hot 12x500ml,Active,21. Marinades,12,9070 g,779921372052,102,Yes,Livabec,- None -,- None -,- None -,- None -,74,,,,,,,2500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA069A-CA,3554,Longos Muffuletta Original (HOT) 12x500ml,Active - PL,21. Marinades,12,5680 g,- None -,102,No,Livabec_PL Longos,- None -,- None -,- None -,- None -,58,,,,,,,816,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA069B-CA,3553,Longos Muffuletta Mild 12x500ml,Active - PL,21. Marinades,12,5680 g,- None -,102,No,Livabec_PL Longos,- None -,- None -,- None -,- None -,116,,,,,,,510,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA070-CA,3452,Farm Boy Muffuletta Mild 12x500g,Active - PL,21. Marinades,12,5680 g,- None -,102,No,Livabec_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA070C-CA,6620,Longos Curato Hot Sliced Peppers 12x250ml,Active - PL,21. Marinades,12,5316 g,- None -,250,No,Livabec_PL Longos,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA071-CA,3453,Farm Boy Muffuletta Spicy 12x500g,Active - PL,21. Marinades,12,5680 g,- None -,102,No,Livabec_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,408,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA375-CA,3673,R.M. Muffuletta Mild 2x4L,Active,38. Food Service,2,10548 g,- None -,84,Yes,Livabec,- None -,- None -,- None -,- None -,,,,,,,,252,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
FPVA375A-CA,3671,R.M. Muffuletta Hot 2x4L,Active,38. Food Service,2,10460 g,- None -,84,No,Livabec,- None -,- None -,- None -,- None -,5,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
GIFTMCB5-CA,7131,Molisana Imports Giftbox (Large Gold),Active,37. General Merchandise,1, ,- None -,100,No,Molisana Imports_Gift Sets,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
GNOCCHI-CA,3877,Vita Sana Gnocchi 10x500g,Active,11. Gnocchi,10,5480 g,779921116113,147,Yes,Ciemme_Gnocchi,- None -,- None -,- None -,- None -,512,,,,,4725,,11815,- None -,1215,9/12/2026,-4,-.13,0,,,,- None -,- None -,0,0,0,0,0,365
GNOCCHI05-CA,3878,Vita Sana Gnocchi Bulk 6x1Kg,Active,11. Gnocchi,6,6480 g,779921106121,120,Yes,Ciemme_Gnocchi,- None -,- None -,- None -,- None -,1039,,,,,4196,,19279,- None -,1279,9/12/2026,-4,-.13,0,,,,- None -,- None -,0,0,0,0,0,365
GNOCCHI10-CA,3880,Vita Sana Gnocchi Gluten Free 12x500g,Active,11. Gnocchi,12,6430 g,779921116175,100,Yes,Ciemme_Gnocchi,- None -,- None -,- None -,- None -,14,,,,,4015,,10315,- None -,1711,9/12/2026,-4,-.13,0,,,,- None -,- None -,0,0,0,0,0,365
GNOCCHI10FB-CA,3449,Farm Boy Gnocchi Gluten Free 12x500g,Active - PL,09. Gluten Free Pasta,12,5500 g,- None -,140,No,Ciemme_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,400,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
GNOCCHICAULI-CA,6812,Vita Sana Gluten Free Cauliflower Gnocchi 8x500g,Active,11. Gnocchi,8,5458 g,779921116137,85,Yes,Ciemme_Gnocchi,- None -,- None -,- None -,- None -,106,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
GNOCCHICAULIFB-CA,7053,Farm Boy  Cauliflower Gnocchi 8x500g,Active - PL,11. Gnocchi,8,5458 g,- None -,100,No,Ciemme_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,130,,450,- None -,130,9/12/2026,-4,-.13,0,,,,- None -,- None -,0,0,0,0,0,365
GNOCCHIFB-CA,3448,Farm Boy Gnocchi 10x500g,Active - PL,11. Gnocchi,10,7000 g,- None -,108,No,Ciemme_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,3234,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
GNOCCHIMASS-CA,3562,Massimo Gnocchi 10x500g,Do not Order,11. Gnocchi,10,5500 g,- None -,140,No,Ciemme/Maffei_ Massimo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
La Molisana Semi Di Melone #61 450g (each),7315,La Molisana Semi Di Melone #61 450g (each),Part,01. Traditional Pasta,1, ,- None -,,No,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
LEMON100-CA,7355,Vita Sana Lemon Juice 18x200ml,Active,30. Juices & Drinks,18,4000 g,779921352412,256,No,Liotti,- None -,- None -,- None -,- None -,,,,,,659,,659,- None -,659,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,365
OCOAVOCA-CA,6883,Colavita Avocado Oil 6x750ml (Timeless),Do not Order,19. Specialty Oils,6,7360 g,39153431836,120,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OCOGRAPE01-CA,1158,Colavita Oil GRAPESEED 6x750ml,Do not Order,19. Specialty Oils,6,7094 g,39153100992,120,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,88,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
OCOSPRAVO-CA,6559,Colavita Spray Avocado Oil 6x148ml,Do not Order,19. Specialty Oils,6,1270 g,39153431041,240,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
OCOSPRGAR-CA,6555,Colavita SPRAY EV Olive Oil GARLIC 6x148ml,Do not Order,19. Specialty Oils,6,1270 g,39153430082,240,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
OCOSPRGRA-CA,6557,Colavita SPRAY GRAPESEED Oil 6x148ml,Do not Order,19. Specialty Oils,6,1290 g,39153431034,240,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
OCOSPRORG-CA,6553,Colavita Spray EV Olive Oil Organic 6x148ml,Do not Order,19. Specialty Oils,6,1270 g,39153431027,240,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
OCOSPRPRE-CA,6551,Colavita Spray EV Olive Oil Premium 6x148ml,Do not Order,19. Specialty Oils,6,1265 g,39153431539,240,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
OCOXV-6PK-CA,3662,R.M. Extra Virgin Olive Oil 6x1L,Active,18. Olive Oil,6,8160 g,779921601053,100,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,39,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,547
OCOXV-ORGANIC-CA,1177,Colavita EV Olive Oil ORGANIC 6x500ml,Active,18. Olive Oil,6,5030 g,39153100404,125,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,4,,40,,,,,190,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.075MLAUDBOLD,1163,Colavita Premium Audace BOLD EV Olive Oil 6x750 mL,Active,18. Olive Oil,6,7332 g,039153010109,120,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,94,,,,,,,140,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.075MLBOLD,7351,Colavita Premium BOLD EV Olive Oil 6x 750 mL,Inactive,18. Olive Oil,6,7332 g,039153010109,96,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.10CAN-CA,1059,Colavita Oil Canola (80) / EV Olive (20) 1x10L (Bag in Box),Active,38. Food Service,,8982 g,- None -,64,Yes,Colavita USA_Oil,- None -,- None -,- None -,- None -,,,,,,,,600,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.10L56BB-CA,6860,Colavita Pure Olive Oil Bag In Box 1x10L,Active,38. Food Service,1,9400 g,- None -,72,No,Colavita USA_Oil,- None -,- None -,- None -,- None -,672,,,,,,,3600,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.1L147TIMELESS-CA,7017,Colavita Premium ITALIAN EV Olive Oil 6x1L,Inactive,18. Olive Oil,6,7332 g,39153011410,96,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,110,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.1LCOSTA,7350,Colavita Premium COSTA EV Olive Oil 6x1L,Active,18. Olive Oil,6,7332 g,039153432543,96,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.1LDELICATO,7352,Colavita Premium DELICATO EV Olive Oil 6x.75L,Inactive,18. Olive Oil,6,7332 g,- None -,96,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.25TIMELESS-CA,1160,Colavita Extra Virgin Olive Oil 12x250ml (Timeless),Do not Order,18. Olive Oil,12,3021 g,- None -,136,No,Colavita Italy - Special,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
OCOXV.5-6pk-CA,6482,Colavita Extra Virgin Olive Oil 6x500ml (Timeless),Active,18. Olive Oil,6,5050 g,39153010031,180,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,93,,,,,5280,,6000,- None -,5280,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV.500L71TIMELESS-CA,7016,Colavita Premium ITALIAN EV Olive Oil 6x500ml,Do not Order,18. Olive Oil,6,7332 g,39153010215,180,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,547
