Customer,Deductions External ID,Invoice Date,Reference NO.,Approval Status,Description,NS Description,NS Item ID,Deduction Gross,Total GST,Total HST,Tax Code,Deduction Total,Payment #,Vendor Internal ID,Rate,Total Deductions from Calculation,Total Payback,Email Capture Audit ID
Shoppers Drug Mart,ID_0055352547_Deduction,07/25/2026,0055352547,Pending Approval,Freight AR Deduct,Freight Collect Shipping,6650,1637.66,,,,1637.66,2003540597,11437,1637.66,1637.66,0,4601
